Max SUM: 5
S P0 P1 P2 P3 P4 P5 P6 P7 P8 P9 P10 P11 P12 P13 P14 P15 P16 P17 P18 P19 SUM
81 2 0 1 2 0 1 1 1 0 2 0 1 0 0 1 1 0 0 0 0 1
82 2 0 1 1 1 0 0 1 0 2 0 1 0 0 0 0 1 0 0 0 3
83 2 0 1 1 1 0 0 1 0 2 0 1 0 0 0 0 0 1 0 0 3
84 3 1 0 3 0 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 2
85 3 1 0 3 0 1 0 1 0 1 1 0 0 0 1 1 0 0 0 0 1
86 3 1 0 3 0 1 0 0 1 1 0 1 0 0 1 1 0 0 0 0 1
87 3 1 0 3 0 1 1 1 0 2 0 1 0 0 0 0 1 0 0 0 1
88 3 1 0 3 0 1 1 1 0 2 0 1 0 0 0 0 0 1 0 0 1
89 3 1 0 2 1 0 0 1 0 2 0 1 0 0 0 1 0 0 1 0 1
90 3 0 1 2 0 1 0 1 0 2 0 1 0 0 0 1 0 0 1 0 1
91 4 1 0 2 0 1 0 1 0 2 0 1 0 0 0 1 0 0 0 1 1
92 0 1 0 2 1 0 4 1 0 2 0 1 0 0 0 1 0 0 0 0 1
93 0 0 1 2 0 1 4 1 0 2 0 1 0 0 0 1 0 0 0 0 1
94 0 0 1 1 1 0 2 0 1 1 0 1 0 0 0 1 0 0 0 0 3
95 0 0 1 1 1 0 2 1 0 1 1 0 0 0 0 1 0 0 0 0 3
96 1 1 0 3 0 1 3 0 1 1 0 1 0 0 0 1 0 0 0 0 1
97 1 1 0 3 0 1 3 1 0 1 1 0 0 0 0 1 0 0 0 0 1
98 1 1 0 2 1 0 1 0 1 0 1 0 0 0 0 1 0 0 0 0 3
99 1 1 0 2 1 0 2 0 0 1 0 1 1 0 0 1 0 0 0 0 2
100 1 1 0 2 1 0 2 1 0 1 0 0 0 1 0 1 0 0 0 0 2
101 1 0 1 2 0 1 1 0 1 0 1 0 0 0 0 1 0 0 0 0 3
102 1 0 1 2 0 1 2 0 0 1 0 1 1 0 0 1 0 0 0 0 2
103 1 0 1 2 0 1 2 1 0 1 0 0 0 1 0 1 0 0 0 0 2
104 1 0 1 1 1 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 4
105 1 0 1 1 1 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 4
106 1 0 1 1 1 0 1 1 0 2 0 1 0 0 1 1 0 0 0 0 2
107 2 1 0 3 0 1 1 0 0 0 1 0 1 0 0 1 0 0 0 0 2
108 2 1 0 3 0 1 1 0 1 0 0 0 0 1 0 1 0 0 0 0 2
109 2 1 0 3 0 1 2 1 0 2 0 1 0 0 1 1 0 0 0 0 0
110 2 1 0 2 1 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 3
111 2 1 0 2 1 0 0 1 0 1 1 0 0 0 1 1 0 0 0 0 2
112 2 1 0 2 1 0 0 0 1 1 0 1 0 0 1 1 0 0 0 0 2
113 2 1 0 2 1 0 1 1 0 2 0 1 0 0 0 0 1 0 0 0 2
114 2 1 0 2 1 0 1 1 0 2 0 1 0 0 0 0 0 1 0 0 2
115 2 0 1 2 0 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 3
116 2 0 1 2 0 1 0 1 0 1 1 0 0 0 1 1 0 0 0 0 2
117 2 0 1 2 0 1 0 0 1 1 0 1 0 0 1 1 0 0 0 0 2
118 2 0 1 2 0 1 1 1 0 2 0 1 0 0 0 0 1 0 0 0 2
119 2 0 1 2 0 1 1 1 0 2 0 1 0 0 0 0 0 1 0 0 2
120 2 0 1 1 1 0 0 1 0 2 0 1 0 0 0 1 0 0 1 0 2
121 3 1 0 3 0 1 0 0 0 1 0 1 1 0 1 1 0 0 0 0 1
122 3 1 0 3 0 1 0 1 0 1 0 0 0 1 1 1 0 0 0 0 1
123 3 1 0 3 0 1 0 1 0 1 1 0 0 0 0 0 1 0 0 0 2
124 3 1 0 3 0 1 0 1 0 1 1 0 0 0 0 0 0 1 0 0 2
125 3 1 0 3 0 1 0 0 1 1 0 1 0 0 0 0 1 0 0 0 2
126 3 1 0 3 0 1 0 0 1 1 0 1 0 0 0 0 0 1 0 0 2
127 3 1 0 3 0 1 1 1 0 2 0 1 0 0 0 1 0 0 1 0 0
128 3 1 0 1 1 0 0 1 0 2 0 1 0 0 0 1 0 0 0 1 2
129 3 0 1 1 0 1 0 1 0 2 0 1 0 0 0 1 0 0 0 1 2
130 0 1 0 3 0 1 5 1 0 2 0 1 0 0 0 1 0 0 0 0 0
131 0 1 0 2 1 0 3 0 1 1 0 1 0 0 0 1 0 0 0 0 2
132 0 1 0 2 1 0 3 1 0 1 1 0 0 0 0 1 0 0 0 0 2
133 0 0 1 2 0 1 3 0 1 1 0 1 0 0 0 1 0 0 0 0 2
134 0 0 1 2 0 1 3 1 0 1 1 0 0 0 0 1 0 0 0 0 2
135 0 0 1 1 1 0 1 0 1 0 1 0 0 0 0 1 0 0 0 0 4
136 0 0 1 1 1 0 2 0 0 1 0 1 1 0 0 1 0 0 0 0 3
137 0 0 1 1 1 0 2 1 0 1 0 0 0 1 0 1 0 0 0 0 3
138 1 1 0 3 0 1 2 0 1 0 1 0 0 0 0 1 0 0 0 0 2
139 1 1 0 3 0 1 3 0 0 1 0 1 1 0 0 1 0 0 0 0 1
140 1 1 0 3 0 1 3 1 0 1 0 0 0 1 0 1 0 0 0 0 1
141 1 1 0 2 1 0 1 0 0 0 1 0 1 0 0 1 0 0 0 0 3
142 1 1 0 2 1 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 3
143 1 1 0 2 1 0 2 1 0 2 0 1 0 0 1 1 0 0 0 0 1
144 1 0 1 2 0 1 1 0 0 0 1 0 1 0 0 1 0 0 0 0 3
145 1 0 1 2 0 1 1 0 1 0 0 0 0 1 0 1 0 0 0 0 3
146 1 0 1 2 0 1 2 1 0 2 0 1 0 0 1 1 0 0 0 0 1
147 1 0 1 1 1 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 4
148 1 0 1 1 1 0 0 1 0 1 1 0 0 0 1 1 0 0 0 0 3
149 1 0 1 1 1 0 0 0 1 1 0 1 0 0 1 1 0 0 0 0 3
150 1 0 1 1 1 0 1 1 0 2 0 1 0 0 0 0 1 0 0 0 3
151 1 0 1 1 1 0 1 1 0 2 0 1 0 0 0 0 0 1 0 0 3
152 2 1 0 3 0 1 1 0 0 0 0 0 1 1 0 1 0 0 0 0 2
153 2 1 0 3 0 1 1 1 0 1 1 0 0 0 1 1 0 0 0 0 1
154 2 1 0 3 0 1 1 0 1 1 0 1 0 0 1 1 0 0 0 0 1
155 2 1 0 3 0 1 2 1 0 2 0 1 0 0 0 0 1 0 0 0 1
156 2 1 0 3 0 1 2 1 0 2 0 1 0 0 0 0 0 1 0 0 1
157 2 1 0 2 1 0 0 0 0 1 0 1 1 0 1 1 0 0 0 0 2
158 2 1 0 2 1 0 0 1 0 1 0 0 0 1 1 1 0 0 0 0 2
159 2 1 0 2 1 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 3
160 2 1 0 2 1 0 0 1 0 1 1 0 0 0 0 0 0 1 0 0 3
161 2 1 0 2 1 0 0 0 1 1 0 1 0 0 0 0 1 0 0 0 3
162 2 1 0 2 1 0 0 0 1 1 0 1 0 0 0 0 0 1 0 0 3
163 2 1 0 2 1 0 1 1 0 2 0 1 0 0 0 1 0 0 1 0 1
164 2 0 1 2 0 1 0 0 0 1 0 1 1 0 1 1 0 0 0 0 2
165 2 0 1 2 0 1 0 1 0 1 0 0 0 1 1 1 0 0 0 0 2
166 2 0 1 2 0 1 0 1 0 1 1 0 0 0 0 0 1 0 0 0 3
167 2 0 1 2 0 1 0 1 0 1 1 0 0 0 0 0 0 1 0 0 3
168 2 0 1 2 0 1 0 0 1 1 0 1 0 0 0 0 1 0 0 0 3
169 2 0 1 2 0 1 0 0 1 1 0 1 0 0 0 0 0 1 0 0 3
170 2 0 1 2 0 1 1 1 0 2 0 1 0 0 0 1 0 0 1 0 1
171 2 0 1 0 1 0 0 1 0 2 0 1 0 0 0 1 0 0 0 1 3
172 3 1 0 3 0 1 0 0 0 1 0 1 1 0 0 0 1 0 0 0 2
173 3 1 0 3 0 1 0 0 0 1 0 1 1 0 0 0 0 1 0 0 2
174 3 1 0 3 0 1 0 1 0 2 0 1 0 0 2 1 0 0 0 0 0
175 3 1 0 3 0 1 0 1 0 1 0 0 0 1 0 0 1 0 0 0 2
176 3 1 0 3 0 1 0 1 0 1 0 0 0 1 0 0 0 1 0 0 2
177 3 1 0 3 0 1 0 1 0 1 1 0 0 0 0 1 0 0 1 0 1
178 3 1 0 3 0 1 0 0 1 1 0 1 0 0 0 1 0 0 1 0 1
179 3 1 0 2 0 1 1 1 0 2 0 1 0 0 0 1 0 0 0 1 1
180 0 1 0 3 0 1 4 0 1 1 0 1 0 0 0 1 0 0 0 0 1
181 0 1 0 3 0 1 4 1 0 1 1 0 0 0 0 1 0 0 0 0 1
182 0 1 0 2 1 0 2 0 1 0 1 0 0 0 0 1 0 0 0 0 3
183 0 1 0 2 1 0 3 0 0 1 0 1 1 0 0 1 0 0 0 0 2
184 0 1 0 2 1 0 3 1 0 1 0 0 0 1 0 1 0 0 0 0 2
185 0 0 1 2 0 1 2 0 1 0 1 0 0 0 0 1 0 0 0 0 3
186 0 0 1 2 0 1 3 0 0 1 0 1 1 0 0 1 0 0 0 0 2
187 0 0 1 2 0 1 3 1 0 1 0 0 0 1 0 1 0 0 0 0 2
188 0 0 1 1 1 0 1 0 0 0 1 0 1 0 0 1 0 0 0 0 4
189 0 0 1 1 1 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 4
190 0 0 1 1 1 0 2 1 0 2 0 1 0 0 1 1 0 0 0 0 2
191 1 1 0 3 0 1 2 0 0 0 1 0 1 0 0 1 0 0 0 0 2
192 1 1 0 3 0 1 2 0 1 0 0 0 0 1 0 1 0 0 0 0 2
193 1 1 0 3 0 1 3 1 0 2 0 1 0 0 1 1 0 0 0 0 0
194 1 1 0 2 1 0 1 0 0 0 0 0 1 1 0 1 0 0 0 0 3
195 1 1 0 2 1 0 1 1 0 1 1 0 0 0 1 1 0 0 0 0 2
196 1 1 0 2 1 0 1 0 1 1 0 1 0 0 1 1 0 0 0 0 2
197 1 1 0 2 1 0 2 1 0 2 0 1 0 0 0 0 1 0 0 0 2
198 1 1 0 2 1 0 2 1 0 2 0 1 0 0 0 0 0 1 0 0 2
199 1 0 1 2 0 1 1 0 0 0 0 0 1 1 0 1 0 0 0 0 3
200 1 0 1 2 0 1 1 1 0 1 1 0 0 0 1 1 0 0 0 0 2
201 1 0 1 2 0 1 1 0 1 1 0 1 0 0 1 1 0 0 0 0 2
202 1 0 1 2 0 1 2 1 0 2 0 1 0 0 0 0 1 0 0 0 2
203 1 0 1 2 0 1 2 1 0 2 0 1 0 0 0 0 0 1 0 0 2
204 1 0 1 1 1 0 0 0 0 1 0 1 1 0 1 1 0 0 0 0 3
205 1 0 1 1 1 0 0 1 0 1 0 0 0 1 1 1 0 0 0 0 3
206 1 0 1 1 1 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 4
207 1 0 1 1 1 0 0 1 0 1 1 0 0 0 0 0 0 1 0 0 4
208 1 0 1 1 1 0 0 0 1 1 0 1 0 0 0 0 1 0 0 0 4
209 1 0 1 1 1 0 0 0 1 1 0 1 0 0 0 0 0 1 0 0 4
210 1 0 1 1 1 0 1 1 0 2 0 1 0 0 0 1 0 0 1 0 2
211 2 1 0 3 0 1 1 0 0 1 0 1 1 0 1 1 0 0 0 0 1
212 2 1 0 3 0 1 1 1 0 1 0 0 0 1 1 1 0 0 0 0 1
213 2 1 0 3 0 1 1 1 0 1 1 0 0 0 0 0 1 0 0 0 2
214 2 1 0 3 0 1 1 1 0 1 1 0 0 0 0 0 0 1 0 0 2
215 2 1 0 3 0 1 0 0 1 0 1 0 0 0 1 1 0 0 0 0 2
216 2 1 0 3 0 1 1 0 1 1 0 1 0 0 0 0 1 0 0 0 2
217 2 1 0 3 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0 0 2
218 2 1 0 3 0 1 2 1 0 2 0 1 0 0 0 1 0 0 1 0 0
219 2 1 0 2 1 0 0 0 0 1 0 1 1 0 0 0 1 0 0 0 3
220 2 1 0 2 1 0 0 0 0 1 0 1 1 0 0 0 0 1 0 0 3
221 2 1 0 2 1 0 0 1 0 2 0 1 0 0 2 1 0 0 0 0 1
222 2 1 0 2 1 0 0 1 0 1 0 0 0 1 0 0 1 0 0 0 3
223 2 1 0 2 1 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 3
224 2 1 0 2 1 0 0 1 0 1 1 0 0 0 0 1 0 0 1 0 2
225 2 1 0 2 1 0 0 0 1 1 0 1 0 0 0 1 0 0 1 0 2
226 2 1 0 1 1 0 1 1 0 2 0 1 0 0 0 1 0 0 0 1 2
227 2 0 1 2 0 1 0 0 0 1 0 1 1 0 0 0 1 0 0 0 3
228 2 0 1 2 0 1 0 0 0 1 0 1 1 0 0 0 0 1 0 0 3
229 2 0 1 2 0 1 0 1 0 2 0 1 0 0 2 1 0 0 0 0 1
230 2 0 1 2 0 1 0 1 0 1 0 0 0 1 0 0 1 0 0 0 3
231 2 0 1 2 0 1 0 1 0 1 0 0 0 1 0 0 0 1 0 0 3
232 2 0 1 2 0 1 0 1 0 1 1 0 0 0 0 1 0 0 1 0 2
233 2 0 1 2 0 1 0 0 1 1 0 1 0 0 0 1 0 0 1 0 2
234 2 0 1 1 0 1 1 1 0 2 0 1 0 0 0 1 0 0 0 1 2
235 3 1 0 3 0 1 0 0 0 1 0 1 1 0 0 1 0 0 1 0 1
236 3 1 0 3 0 1 0 1 0 2 0 1 0 0 1 0 1 0 0 0 1
237 3 1 0 3 0 1 0 1 0 2 0 1 0 0 1 0 0 1 0 0 1
238 3 1 0 3 0 1 0 1 0 1 0 0 0 1 0 1 0 0 1 0 1
239 3 1 0 2 0 1 0 1 0 1 1 0 0 0 0 1 0 0 0 1 2
240 3 1 0 2 0 1 0 0 1 1 0 1 0 0 0 1 0 0 0 1 2
241 0 1 0 3 0 1 3 0 1 0 1 0 0 0 0 1 0 0 0 0 2
242 0 1 0 3 0 1 4 0 0 1 0 1 1 0 0 1 0 0 0 0 1
243 0 1 0 3 0 1 4 1 0 1 0 0 0 1 0 1 0 0 0 0 1
244 0 1 0 2 1 0 2 0 0 0 1 0 1 0 0 1 0 0 0 0 3
245 0 1 0 2 1 0 2 0 1 0 0 0 0 1 0 1 0 0 0 0 3
246 0 1 0 2 1 0 3 1 0 2 0 1 0 0 1 1 0 0 0 0 1
247 0 0 1 2 0 1 2 0 0 0 1 0 1 0 0 1 0 0 0 0 3
248 0 0 1 2 0 1 2 0 1 0 0 0 0 1 0 1 0 0 0 0 3
249 0 0 1 2 0 1 3 1 0 2 0 1 0 0 1 1 0 0 0 0 1
250 0 0 1 1 1 0 1 0 0 0 0 0 1 1 0 1 0 0 0 0 4
251 0 0 1 1 1 0 1 1 0 1 1 0 0 0 1 1 0 0 0 0 3
252 0 0 1 1 1 0 1 0 1 1 0 1 0 0 1 1 0 0 0 0 3
253 0 0 1 1 1 0 2 1 0 2 0 1 0 0 0 0 1 0 0 0 3
254 0 0 1 1 1 0 2 1 0 2 0 1 0 0 0 0 0 1 0 0 3
255 1 1 0 3 0 1 2 0 0 0 0 0 1 1 0 1 0 0 0 0 2
256 1 1 0 3 0 1 2 1 0 1 1 0 0 0 1 1 0 0 0 0 1
257 1 1 0 3 0 1 2 0 1 1 0 1 0 0 1 1 0 0 0 0 1
258 1 1 0 3 0 1 3 1 0 2 0 1 0 0 0 0 1 0 0 0 1
259 1 1 0 3 0 1 3 1 0 2 0 1 0 0 0 0 0 1 0 0 1
260 1 1 0 2 1 0 1 0 0 1 0 1 1 0 1 1 0 0 0 0 2
261 1 1 0 2 1 0 1 1 0 1 0 0 0 1 1 1 0 0 0 0 2
262 1 1 0 2 1 0 1 1 0 1 1 0 0 0 0 0 1 0 0 0 3
263 1 1 0 2 1 0 1 1 0 1 1 0 0 0 0 0 0 1 0 0 3
264 1 1 0 2 1 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0 3
265 1 1 0 2 1 0 1 0 1 1 0 1 0 0 0 0 1 0 0 0 3
266 1 1 0 2 1 0 1 0 1 1 0 1 0 0 0 0 0 1 0 0 3
267 1 1 0 2 1 0 2 1 0 2 0 1 0 0 0 1 0 0 1 0 1
268 1 0 1 2 0 1 1 0 0 1 0 1 1 0 1 1 0 0 0 0 2
269 1 0 1 2 0 1 1 1 0 1 0 0 0 1 1 1 0 0 0 0 2
270 1 0 1 2 0 1 1 1 0 1 1 0 0 0 0 0 1 0 0 0 3
271 1 0 1 2 0 1 1 1 0 1 1 0 0 0 0 0 0 1 0 0 3
272 1 0 1 2 0 1 0 0 1 0 1 0 0 0 1 1 0 0 0 0 3
273 1 0 1 2 0 1 1 0 1 1 0 1 0 0 0 0 1 0 0 0 3
274 1 0 1 2 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0 0 3
275 1 0 1 2 0 1 2 1 0 2 0 1 0 0 0 1 0 0 1 0 1
276 1 0 1 1 1 0 0 0 0 1 0 1 1 0 0 0 1 0 0 0 4
277 1 0 1 1 1 0 0 0 0 1 0 1 1 0 0 0 0 1 0 0 4
278 1 0 1 1 1 0 0 1 0 2 0 1 0 0 2 1 0 0 0 0 2
279 1 0 1 1 1 0 0 1 0 1 0 0 0 1 0 0 1 0 0 0 4
280 1 0 1 1 1 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 4
281 1 0 1 1 1 0 0 1 0 1 1 0 0 0 0 1 0 0 1 0 3
282 1 0 1 1 1 0 0 0 1 1 0 1 0 0 0 1 0 0 1 0 3
283 1 0 1 0 1 0 1 1 0 2 0 1 0 0 0 1 0 0 0 1 3
284 2 1 0 3 0 1 1 0 0 1 0 1 1 0 0 0 1 0 0 0 2
285 2 1 0 3 0 1 1 0 0 1 0 1 1 0 0 0 0 1 0 0 2
286 2 1 0 3 0 1 0 0 0 0 1 0 1 0 1 1 0 0 0 0 2
287 2 1 0 3 0 1 1 1 0 2 0 1 0 0 2 1 0 0 0 0 0
288 2 1 0 3 0 1 1 1 0 1 0 0 0 1 0 0 1 0 0 0 2
289 2 1 0 3 0 1 1 1 0 1 0 0 0 1 0 0 0 1 0 0 2
290 2 1 0 3 0 1 0 0 1 0 0 0 0 1 1 1 0 0 0 0 2
291 2 1 0 3 0 1 1 1 0 1 1 0 0 0 0 1 0 0 1 0 1
292 2 1 0 3 0 1 0 0 1 0 1 0 0 0 0 0 1 0 0 0 3
293 2 1 0 3 0 1 0 0 1 0 1 0 0 0 0 0 0 1 0 0 3
294 2 1 0 3 0 1 1 0 1 1 0 1 0 0 0 1 0 0 1 0 1
295 2 1 0 2 0 1 2 1 0 2 0 1 0 0 0 1 0 0 0 1 1
296 2 1 0 2 1 0 0 0 0 1 0 1 1 0 0 1 0 0 1 0 2
297 2 1 0 2 1 0 0 1 0 2 0 1 0 0 1 0 1 0 0 0 2
298 2 1 0 2 1 0 0 1 0 2 0 1 0 0 1 0 0 1 0 0 2
299 2 1 0 2 1 0 0 1 0 1 0 0 0 1 0 1 0 0 1 0 2
300 2 1 0 1 1 0 0 1 0 1 1 0 0 0 0 1 0 0 0 1 3
301 2 1 0 1 1 0 0 0 1 1 0 1 0 0 0 1 0 0 0 1 3
302 2 0 1 2 0 1 0 0 0 1 0 1 1 0 0 1 0 0 1 0 2
303 2 0 1 2 0 1 0 1 0 2 0 1 0 0 1 0 1 0 0 0 2
304 2 0 1 2 0 1 0 1 0 2 0 1 0 0 1 0 0 1 0 0 2
305 2 0 1 2 0 1 0 1 0 1 0 0 0 1 0 1 0 0 1 0 2
306 2 0 1 1 0 1 0 1 0 1 1 0 0 0 0 1 0 0 0 1 3
307 2 0 1 1 0 1 0 0 1 1 0 1 0 0 0 1 0 0 0 1 3
308 3 1 0 2 0 1 0 0 0 1 0 1 1 0 0 1 0 0 0 1 2
309 3 1 0 3 0 1 0 1 0 2 0 1 0 0 1 1 0 0 1 0 0
310 3 1 0 2 0 1 0 1 0 1 0 0 0 1 0 1 0 0 0 1 2
311 0 1 0 3 0 1 3 0 0 0 1 0 1 0 0 1 0 0 0 0 2
312 0 1 0 3 0 1 3 0 1 0 0 0 0 1 0 1 0 0 0 0 2
313 0 1 0 3 0 1 4 1 0 2 0 1 0 0 1 1 0 0 0 0 0
