Max SUM: 6
S P0 P1 P2 P3 P4 P5 P6 P7 P8 P9 P10 P11 P12 P13 P14 P15 P16 P17 P18 P19 SUM
68 4 0 1 2 0 1 2 0 1 1 0 1 0 0 0 1 0 0 0 0 2
69 4 0 1 2 0 1 2 1 0 1 1 0 0 0 0 1 0 0 0 0 2
70 4 0 1 1 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 4
71 4 0 1 1 1 0 1 0 0 1 0 1 1 0 0 1 0 0 0 0 3
72 4 0 1 1 1 0 1 1 0 1 0 0 0 1 0 1 0 0 0 0 3
73 5 1 0 3 0 1 1 0 1 0 1 0 0 0 0 1 0 0 0 0 2
74 5 1 0 3 0 1 2 0 0 1 0 1 1 0 0 1 0 0 0 0 1
75 5 1 0 3 0 1 2 1 0 1 0 0 0 1 0 1 0 0 0 0 1
76 5 1 0 2 1 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 3
77 5 1 0 2 1 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 3
78 5 1 0 2 1 0 1 1 0 2 0 1 0 0 1 1 0 0 0 0 1
79 5 0 1 2 0 1 0 0 0 0 1 0 1 0 0 1 0 0 0 0 3
80 5 0 1 2 0 1 0 0 1 0 0 0 0 1 0 1 0 0 0 0 3
81 5 0 1 2 0 1 1 1 0 2 0 1 0 0 1 1 0 0 0 0 1
82 5 0 1 1 1 0 0 1 0 2 0 1 0 0 0 0 1 0 0 0 3
83 5 0 1 1 1 0 0 1 0 2 0 1 0 0 0 0 0 1 0 0 3
84 6 1 0 3 0 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 2
85 6 1 0 3 0 1 0 1 0 1 1 0 0 0 1 1 0 0 0 0 1
86 6 1 0 3 0 1 0 0 1 1 0 1 0 0 1 1 0 0 0 0 1
87 6 1 0 3 0 1 1 1 0 2 0 1 0 0 0 0 1 0 0 0 1
88 6 1 0 3 0 1 1 1 0 2 0 1 0 0 0 0 0 1 0 0 1
89 6 1 0 2 1 0 0 1 0 2 0 1 0 0 0 1 0 0 1 0 1
90 6 0 1 2 0 1 0 1 0 2 0 1 0 0 0 1 0 0 1 0 1
91 7 1 0 2 0 1 0 1 0 2 0 1 0 0 0 1 0 0 0 1 1
92 3 1 0 2 1 0 4 1 0 2 0 1 0 0 0 1 0 0 0 0 1
93 3 0 1 2 0 1 4 1 0 2 0 1 0 0 0 1 0 0 0 0 1
94 3 0 1 1 1 0 2 0 1 1 0 1 0 0 0 1 0 0 0 0 3
95 3 0 1 1 1 0 2 1 0 1 1 0 0 0 0 1 0 0 0 0 3
96 4 1 0 3 0 1 3 0 1 1 0 1 0 0 0 1 0 0 0 0 1
97 4 1 0 3 0 1 3 1 0 1 1 0 0 0 0 1 0 0 0 0 1
98 4 1 0 2 1 0 1 0 1 0 1 0 0 0 0 1 0 0 0 0 3
99 4 1 0 2 1 0 2 0 0 1 0 1 1 0 0 1 0 0 0 0 2
100 4 1 0 2 1 0 2 1 0 1 0 0 0 1 0 1 0 0 0 0 2
101 4 0 1 2 0 1 1 0 1 0 1 0 0 0 0 1 0 0 0 0 3
102 4 0 1 2 0 1 2 0 0 1 0 1 1 0 0 1 0 0 0 0 2
103 4 0 1 2 0 1 2 1 0 1 0 0 0 1 0 1 0 0 0 0 2
104 4 0 1 1 1 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 4
105 4 0 1 1 1 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 4
106 4 0 1 1 1 0 1 1 0 2 0 1 0 0 1 1 0 0 0 0 2
107 5 1 0 3 0 1 1 0 0 0 1 0 1 0 0 1 0 0 0 0 2
108 5 1 0 3 0 1 1 0 1 0 0 0 0 1 0 1 0 0 0 0 2
109 5 1 0 3 0 1 2 1 0 2 0 1 0 0 1 1 0 0 0 0 0
110 5 1 0 2 1 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 3
111 5 1 0 2 1 0 0 1 0 1 1 0 0 0 1 1 0 0 0 0 2
112 5 1 0 2 1 0 0 0 1 1 0 1 0 0 1 1 0 0 0 0 2
113 5 1 0 2 1 0 1 1 0 2 0 1 0 0 0 0 1 0 0 0 2
114 5 1 0 2 1 0 1 1 0 2 0 1 0 0 0 0 0 1 0 0 2
115 5 0 1 2 0 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 3
116 5 0 1 2 0 1 0 1 0 1 1 0 0 0 1 1 0 0 0 0 2
117 5 0 1 2 0 1 0 0 1 1 0 1 0 0 1 1 0 0 0 0 2
118 5 0 1 2 0 1 1 1 0 2 0 1 0 0 0 0 1 0 0 0 2
119 5 0 1 2 0 1 1 1 0 2 0 1 0 0 0 0 0 1 0 0 2
120 5 0 1 1 1 0 0 1 0 2 0 1 0 0 0 1 0 0 1 0 2
121 6 1 0 3 0 1 0 0 0 1 0 1 1 0 1 1 0 0 0 0 1
122 6 1 0 3 0 1 0 1 0 1 0 0 0 1 1 1 0 0 0 0 1
123 6 1 0 3 0 1 0 1 0 1 1 0 0 0 0 0 1 0 0 0 2
124 6 1 0 3 0 1 0 1 0 1 1 0 0 0 0 0 0 1 0 0 2
125 6 1 0 3 0 1 0 0 1 1 0 1 0 0 0 0 1 0 0 0 2
126 6 1 0 3 0 1 0 0 1 1 0 1 0 0 0 0 0 1 0 0 2
127 6 1 0 3 0 1 1 1 0 2 0 1 0 0 0 1 0 0 1 0 0
128 6 1 0 1 1 0 0 1 0 2 0 1 0 0 0 1 0 0 0 1 2
129 6 0 1 1 0 1 0 1 0 2 0 1 0 0 0 1 0 0 0 1 2
130 2 0 1 1 1 0 4 1 0 2 0 1 0 0 0 1 0 0 0 0 2
131 3 1 0 3 0 1 5 1 0 2 0 1 0 0 0 1 0 0 0 0 0
132 3 1 0 2 1 0 3 0 1 1 0 1 0 0 0 1 0 0 0 0 2
133 3 1 0 2 1 0 3 1 0 1 1 0 0 0 0 1 0 0 0 0 2
134 3 0 1 2 0 1 3 0 1 1 0 1 0 0 0 1 0 0 0 0 2
135 3 0 1 2 0 1 3 1 0 1 1 0 0 0 0 1 0 0 0 0 2
136 3 0 1 1 1 0 1 0 1 0 1 0 0 0 0 1 0 0 0 0 4
137 3 0 1 1 1 0 2 0 0 1 0 1 1 0 0 1 0 0 0 0 3
138 3 0 1 1 1 0 2 1 0 1 0 0 0 1 0 1 0 0 0 0 3
139 4 1 0 3 0 1 2 0 1 0 1 0 0 0 0 1 0 0 0 0 2
140 4 1 0 3 0 1 3 0 0 1 0 1 1 0 0 1 0 0 0 0 1
141 4 1 0 3 0 1 3 1 0 1 0 0 0 1 0 1 0 0 0 0 1
142 4 1 0 2 1 0 1 0 0 0 1 0 1 0 0 1 0 0 0 0 3
143 4 1 0 2 1 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 3
144 4 1 0 2 1 0 2 1 0 2 0 1 0 0 1 1 0 0 0 0 1
145 4 0 1 2 0 1 1 0 0 0 1 0 1 0 0 1 0 0 0 0 3
146 4 0 1 2 0 1 1 0 1 0 0 0 0 1 0 1 0 0 0 0 3
147 4 0 1 2 0 1 2 1 0 2 0 1 0 0 1 1 0 0 0 0 1
148 4 0 1 1 1 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 4
149 4 0 1 1 1 0 0 1 0 1 1 0 0 0 1 1 0 0 0 0 3
150 4 0 1 1 1 0 0 0 1 1 0 1 0 0 1 1 0 0 0 0 3
151 4 0 1 1 1 0 1 1 0 2 0 1 0 0 0 0 1 0 0 0 3
152 4 0 1 1 1 0 1 1 0 2 0 1 0 0 0 0 0 1 0 0 3
153 5 1 0 3 0 1 1 0 0 0 0 0 1 1 0 1 0 0 0 0 2
154 5 1 0 3 0 1 1 1 0 1 1 0 0 0 1 1 0 0 0 0 1
155 5 1 0 3 0 1 1 0 1 1 0 1 0 0 1 1 0 0 0 0 1
156 5 1 0 3 0 1 2 1 0 2 0 1 0 0 0 0 1 0 0 0 1
157 5 1 0 3 0 1 2 1 0 2 0 1 0 0 0 0 0 1 0 0 1
158 5 1 0 2 1 0 0 0 0 1 0 1 1 0 1 1 0 0 0 0 2
159 5 1 0 2 1 0 0 1 0 1 0 0 0 1 1 1 0 0 0 0 2
160 5 1 0 2 1 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 3
161 5 1 0 2 1 0 0 1 0 1 1 0 0 0 0 0 0 1 0 0 3
162 5 1 0 2 1 0 0 0 1 1 0 1 0 0 0 0 1 0 0 0 3
163 5 1 0 2 1 0 0 0 1 1 0 1 0 0 0 0 0 1 0 0 3
164 5 1 0 2 1 0 1 1 0 2 0 1 0 0 0 1 0 0 1 0 1
165 5 0 1 2 0 1 0 0 0 1 0 1 1 0 1 1 0 0 0 0 2
166 5 0 1 2 0 1 0 1 0 1 0 0 0 1 1 1 0 0 0 0 2
167 5 0 1 2 0 1 0 1 0 1 1 0 0 0 0 0 1 0 0 0 3
168 5 0 1 2 0 1 0 1 0 1 1 0 0 0 0 0 0 1 0 0 3
169 5 0 1 2 0 1 0 0 1 1 0 1 0 0 0 0 1 0 0 0 3
170 5 0 1 2 0 1 0 0 1 1 0 1 0 0 0 0 0 1 0 0 3
171 5 0 1 2 0 1 1 1 0 2 0 1 0 0 0 1 0 0 1 0 1
172 5 0 1 0 1 0 0 1 0 2 0 1 0 0 0 1 0 0 0 1 3
173 6 1 0 3 0 1 0 0 0 1 0 1 1 0 0 0 1 0 0 0 2
174 6 1 0 3 0 1 0 0 0 1 0 1 1 0 0 0 0 1 0 0 2
175 6 1 0 3 0 1 0 1 0 2 0 1 0 0 2 1 0 0 0 0 0
176 6 1 0 3 0 1 0 1 0 1 0 0 0 1 0 0 1 0 0 0 2
177 6 1 0 3 0 1 0 1 0 1 0 0 0 1 0 0 0 1 0 0 2
178 6 1 0 3 0 1 0 1 0 1 1 0 0 0 0 1 0 0 1 0 1
179 6 1 0 3 0 1 0 0 1 1 0 1 0 0 0 1 0 0 1 0 1
180 6 1 0 2 0 1 1 1 0 2 0 1 0 0 0 1 0 0 0 1 1
181 2 1 0 2 1 0 5 1 0 2 0 1 0 0 0 1 0 0 0 0 1
182 2 0 1 2 0 1 5 1 0 2 0 1 0 0 0 1 0 0 0 0 1
183 2 0 1 1 1 0 3 0 1 1 0 1 0 0 0 1 0 0 0 0 3
184 2 0 1 1 1 0 3 1 0 1 1 0 0 0 0 1 0 0 0 0 3
185 3 1 0 3 0 1 4 0 1 1 0 1 0 0 0 1 0 0 0 0 1
186 3 1 0 3 0 1 4 1 0 1 1 0 0 0 0 1 0 0 0 0 1
187 3 1 0 2 1 0 2 0 1 0 1 0 0 0 0 1 0 0 0 0 3
188 3 1 0 2 1 0 3 0 0 1 0 1 1 0 0 1 0 0 0 0 2
189 3 1 0 2 1 0 3 1 0 1 0 0 0 1 0 1 0 0 0 0 2
190 3 0 1 2 0 1 2 0 1 0 1 0 0 0 0 1 0 0 0 0 3
191 3 0 1 2 0 1 3 0 0 1 0 1 1 0 0 1 0 0 0 0 2
192 3 0 1 2 0 1 3 1 0 1 0 0 0 1 0 1 0 0 0 0 2
193 3 0 1 1 1 0 1 0 0 0 1 0 1 0 0 1 0 0 0 0 4
194 3 0 1 1 1 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 4
195 3 0 1 1 1 0 2 1 0 2 0 1 0 0 1 1 0 0 0 0 2
196 4 1 0 3 0 1 2 0 0 0 1 0 1 0 0 1 0 0 0 0 2
197 4 1 0 3 0 1 2 0 1 0 0 0 0 1 0 1 0 0 0 0 2
198 4 1 0 3 0 1 3 1 0 2 0 1 0 0 1 1 0 0 0 0 0
199 4 1 0 2 1 0 1 0 0 0 0 0 1 1 0 1 0 0 0 0 3
200 4 1 0 2 1 0 1 1 0 1 1 0 0 0 1 1 0 0 0 0 2
201 4 1 0 2 1 0 1 0 1 1 0 1 0 0 1 1 0 0 0 0 2
202 4 1 0 2 1 0 2 1 0 2 0 1 0 0 0 0 1 0 0 0 2
203 4 1 0 2 1 0 2 1 0 2 0 1 0 0 0 0 0 1 0 0 2
204 4 0 1 2 0 1 1 0 0 0 0 0 1 1 0 1 0 0 0 0 3
205 4 0 1 2 0 1 1 1 0 1 1 0 0 0 1 1 0 0 0 0 2
206 4 0 1 2 0 1 1 0 1 1 0 1 0 0 1 1 0 0 0 0 2
207 4 0 1 2 0 1 2 1 0 2 0 1 0 0 0 0 1 0 0 0 2
208 4 0 1 2 0 1 2 1 0 2 0 1 0 0 0 0 0 1 0 0 2
209 4 0 1 1 1 0 0 0 0 1 0 1 1 0 1 1 0 0 0 0 3
210 4 0 1 1 1 0 0 1 0 1 0 0 0 1 1 1 0 0 0 0 3
211 4 0 1 1 1 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 4
212 4 0 1 1 1 0 0 1 0 1 1 0 0 0 0 0 0 1 0 0 4
213 4 0 1 1 1 0 0 0 1 1 0 1 0 0 0 0 1 0 0 0 4
214 4 0 1 1 1 0 0 0 1 1 0 1 0 0 0 0 0 1 0 0 4
215 4 0 1 1 1 0 1 1 0 2 0 1 0 0 0 1 0 0 1 0 2
216 5 1 0 3 0 1 1 0 0 1 0 1 1 0 1 1 0 0 0 0 1
217 5 1 0 3 0 1 1 1 0 1 0 0 0 1 1 1 0 0 0 0 1
218 5 1 0 3 0 1 1 1 0 1 1 0 0 0 0 0 1 0 0 0 2
219 5 1 0 3 0 1 1 1 0 1 1 0 0 0 0 0 0 1 0 0 2
220 5 1 0 3 0 1 0 0 1 0 1 0 0 0 1 1 0 0 0 0 2
221 5 1 0 3 0 1 1 0 1 1 0 1 0 0 0 0 1 0 0 0 2
222 5 1 0 3 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0 0 2
223 5 1 0 3 0 1 2 1 0 2 0 1 0 0 0 1 0 0 1 0 0
224 5 1 0 2 1 0 0 0 0 1 0 1 1 0 0 0 1 0 0 0 3
225 5 1 0 2 1 0 0 0 0 1 0 1 1 0 0 0 0 1 0 0 3
226 5 1 0 2 1 0 0 1 0 2 0 1 0 0 2 1 0 0 0 0 1
227 5 1 0 2 1 0 0 1 0 1 0 0 0 1 0 0 1 0 0 0 3
228 5 1 0 2 1 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 3
229 5 1 0 2 1 0 0 1 0 1 1 0 0 0 0 1 0 0 1 0 2
230 5 1 0 2 1 0 0 0 1 1 0 1 0 0 0 1 0 0 1 0 2
231 5 1 0 1 1 0 1 1 0 2 0 1 0 0 0 1 0 0 0 1 2
232 5 0 1 2 0 1 0 0 0 1 0 1 1 0 0 0 1 0 0 0 3
233 5 0 1 2 0 1 0 0 0 1 0 1 1 0 0 0 0 1 0 0 3
234 5 0 1 2 0 1 0 1 0 2 0 1 0 0 2 1 0 0 0 0 1
235 5 0 1 2 0 1 0 1 0 1 0 0 0 1 0 0 1 0 0 0 3
236 5 0 1 2 0 1 0 1 0 1 0 0 0 1 0 0 0 1 0 0 3
237 5 0 1 2 0 1 0 1 0 1 1 0 0 0 0 1 0 0 1 0 2
238 5 0 1 2 0 1 0 0 1 1 0 1 0 0 0 1 0 0 1 0 2
239 5 0 1 1 0 1 1 1 0 2 0 1 0 0 0 1 0 0 0 1 2
240 6 1 0 3 0 1 0 0 0 1 0 1 1 0 0 1 0 0 1 0 1
241 6 1 0 3 0 1 0 1 0 2 0 1 0 0 1 0 1 0 0 0 1
242 6 1 0 3 0 1 0 1 0 2 0 1 0 0 1 0 0 1 0 0 1
243 6 1 0 3 0 1 0 1 0 1 0 0 0 1 0 1 0 0 1 0 1
244 6 1 0 2 0 1 0 1 0 1 1 0 0 0 0 1 0 0 0 1 2
245 6 1 0 2 0 1 0 0 1 1 0 1 0 0 0 1 0 0 0 1 2
246 1 0 1 1 1 0 5 1 0 2 0 1 0 0 0 1 0 0 0 0 2
247 2 1 0 3 0 1 6 1 0 2 0 1 0 0 0 1 0 0 0 0 0
248 2 1 0 2 1 0 4 0 1 1 0 1 0 0 0 1 0 0 0 0 2
249 2 1 0 2 1 0 4 1 0 1 1 0 0 0 0 1 0 0 0 0 2
250 2 0 1 2 0 1 4 0 1 1 0 1 0 0 0 1 0 0 0 0 2
251 2 0 1 2 0 1 4 1 0 1 1 0 0 0 0 1 0 0 0 0 2
252 2 0 1 1 1 0 2 0 1 0 1 0 0 0 0 1 0 0 0 0 4
253 2 0 1 1 1 0 3 0 0 1 0 1 1 0 0 1 0 0 0 0 3
254 2 0 1 1 1 0 3 1 0 1 0 0 0 1 0 1 0 0 0 0 3
255 3 1 0 3 0 1 3 0 1 0 1 0 0 0 0 1 0 0 0 0 2
256 3 1 0 3 0 1 4 0 0 1 0 1 1 0 0 1 0 0 0 0 1
257 3 1 0 3 0 1 4 1 0 1 0 0 0 1 0 1 0 0 0 0 1
258 3 1 0 2 1 0 2 0 0 0 1 0 1 0 0 1 0 0 0 0 3
259 3 1 0 2 1 0 2 0 1 0 0 0 0 1 0 1 0 0 0 0 3
260 3 1 0 2 1 0 3 1 0 2 0 1 0 0 1 1 0 0 0 0 1
261 3 0 1 2 0 1 2 0 0 0 1 0 1 0 0 1 0 0 0 0 3
262 3 0 1 2 0 1 2 0 1 0 0 0 0 1 0 1 0 0 0 0 3
263 3 0 1 2 0 1 3 1 0 2 0 1 0 0 1 1 0 0 0 0 1
264 3 0 1 1 1 0 1 0 0 0 0 0 1 1 0 1 0 0 0 0 4
265 3 0 1 1 1 0 1 1 0 1 1 0 0 0 1 1 0 0 0 0 3
266 3 0 1 1 1 0 1 0 1 1 0 1 0 0 1 1 0 0 0 0 3
267 3 0 1 1 1 0 2 1 0 2 0 1 0 0 0 0 1 0 0 0 3
268 3 0 1 1 1 0 2 1 0 2 0 1 0 0 0 0 0 1 0 0 3
269 4 1 0 3 0 1 2 0 0 0 0 0 1 1 0 1 0 0 0 0 2
270 4 1 0 3 0 1 2 1 0 1 1 0 0 0 1 1 0 0 0 0 1
271 4 1 0 3 0 1 2 0 1 1 0 1 0 0 1 1 0 0 0 0 1
272 4 1 0 3 0 1 3 1 0 2 0 1 0 0 0 0 1 0 0 0 1
273 4 1 0 3 0 1 3 1 0 2 0 1 0 0 0 0 0 1 0 0 1
274 4 1 0 2 1 0 1 0 0 1 0 1 1 0 1 1 0 0 0 0 2
275 4 1 0 2 1 0 1 1 0 1 0 0 0 1 1 1 0 0 0 0 2
276 4 1 0 2 1 0 1 1 0 1 1 0 0 0 0 0 1 0 0 0 3
277 4 1 0 2 1 0 1 1 0 1 1 0 0 0 0 0 0 1 0 0 3
278 4 1 0 2 1 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0 3
279 4 1 0 2 1 0 1 0 1 1 0 1 0 0 0 0 1 0 0 0 3
280 4 1 0 2 1 0 1 0 1 1 0 1 0 0 0 0 0 1 0 0 3
281 4 1 0 2 1 0 2 1 0 2 0 1 0 0 0 1 0 0 1 0 1
282 4 0 1 2 0 1 1 0 0 1 0 1 1 0 1 1 0 0 0 0 2
283 4 0 1 2 0 1 1 1 0 1 0 0 0 1 1 1 0 0 0 0 2
284 4 0 1 2 0 1 1 1 0 1 1 0 0 0 0 0 1 0 0 0 3
285 4 0 1 2 0 1 1 1 0 1 1 0 0 0 0 0 0 1 0 0 3
286 4 0 1 2 0 1 0 0 1 0 1 0 0 0 1 1 0 0 0 0 3
287 4 0 1 2 0 1 1 0 1 1 0 1 0 0 0 0 1 0 0 0 3
288 4 0 1 2 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0 0 3
289 4 0 1 2 0 1 2 1 0 2 0 1 0 0 0 1 0 0 1 0 1
290 4 0 1 1 1 0 0 0 0 1 0 1 1 0 0 0 1 0 0 0 4
291 4 0 1 1 1 0 0 0 0 1 0 1 1 0 0 0 0 1 0 0 4
292 4 0 1 1 1 0 0 1 0 2 0 1 0 0 2 1 0 0 0 0 2
293 4 0 1 1 1 0 0 1 0 1 0 0 0 1 0 0 1 0 0 0 4
294 4 0 1 1 1 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 4
295 4 0 1 1 1 0 0 1 0 1 1 0 0 0 0 1 0 0 1 0 3
296 4 0 1 1 1 0 0 0 1 1 0 1 0 0 0 1 0 0 1 0 3
297 4 0 1 0 1 0 1 1 0 2 0 1 0 0 0 1 0 0 0 1 3
298 5 1 0 3 0 1 1 0 0 1 0 1 1 0 0 0 1 0 0 0 2
299 5 1 0 3 0 1 1 0 0 1 0 1 1 0 0 0 0 1 0 0 2
300 5 1 0 3 0 1 0 0 0 0 1 0 1 0 1 1 0 0 0 0 2
301 5 1 0 3 0 1 1 1 0 2 0 1 0 0 2 1 0 0 0 0 0
302 5 1 0 3 0 1 1 1 0 1 0 0 0 1 0 0 1 0 0 0 2
303 5 1 0 3 0 1 1 1 0 1 0 0 0 1 0 0 0 1 0 0 2
304 5 1 0 3 0 1 0 0 1 0 0 0 0 1 1 1 0 0 0 0 2
305 5 1 0 3 0 1 1 1 0 1 1 0 0 0 0 1 0 0 1 0 1
306 5 1 0 3 0 1 0 0 1 0 1 0 0 0 0 0 1 0 0 0 3
307 5 1 0 3 0 1 0 0 1 0 1 0 0 0 0 0 0 1 0 0 3
308 5 1 0 3 0 1 1 0 1 1 0 1 0 0 0 1 0 0 1 0 1
309 5 1 0 2 0 1 2 1 0 2 0 1 0 0 0 1 0 0 0 1 1
310 5 1 0 2 1 0 0 0 0 1 0 1 1 0 0 1 0 0 1 0 2
311 5 1 0 2 1 0 0 1 0 2 0 1 0 0 1 0 1 0 0 0 2
312 5 1 0 2 1 0 0 1 0 2 0 1 0 0 1 0 0 1 0 0 2
313 5 1 0 2 1 0 0 1 0 1 0 0 0 1 0 1 0 0 1 0 2
