Max SUM: 3
S P0 P1 P2 P3 P4 P5 P6 P7 P8 P9 P10 P11 P12 P13 P14 P15 P16 P17 P18 P19 SUM
39 1 0 1 2 0 1 0 1 0 2 0 1 0 0 1 1 0 0 0 0 1
40 2 1 0 3 0 1 0 1 0 2 0 1 0 0 0 0 1 0 0 0 1
41 2 1 0 3 0 1 0 1 0 2 0 1 0 0 0 0 0 1 0 0 1
42 0 1 0 3 0 1 2 0 1 1 0 1 0 0 0 1 0 0 0 0 1
43 0 1 0 3 0 1 2 1 0 1 1 0 0 0 0 1 0 0 0 0 1
44 0 1 0 2 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 3
45 0 1 0 2 1 0 1 0 0 1 0 1 1 0 0 1 0 0 0 0 2
46 0 1 0 2 1 0 1 1 0 1 0 0 0 1 0 1 0 0 0 0 2
47 0 0 1 2 0 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0 3
48 0 0 1 2 0 1 1 0 0 1 0 1 1 0 0 1 0 0 0 0 2
49 0 0 1 2 0 1 1 1 0 1 0 0 0 1 0 1 0 0 0 0 2
50 0 0 1 1 1 0 0 1 0 2 0 1 0 0 1 1 0 0 0 0 2
51 1 1 0 3 0 1 0 0 0 0 1 0 1 0 0 1 0 0 0 0 2
52 1 1 0 3 0 1 0 0 1 0 0 0 0 1 0 1 0 0 0 0 2
53 1 1 0 3 0 1 1 1 0 2 0 1 0 0 1 1 0 0 0 0 0
54 1 1 0 2 1 0 0 1 0 2 0 1 0 0 0 0 1 0 0 0 2
55 1 1 0 2 1 0 0 1 0 2 0 1 0 0 0 0 0 1 0 0 2
56 1 0 1 2 0 1 0 1 0 2 0 1 0 0 0 0 1 0 0 0 2
57 1 0 1 2 0 1 0 1 0 2 0 1 0 0 0 0 0 1 0 0 2
58 2 1 0 3 0 1 0 1 0 2 0 1 0 0 0 1 0 0 1 0 0
59 0 1 0 3 0 1 1 0 1 0 1 0 0 0 0 1 0 0 0 0 2
60 0 1 0 3 0 1 2 0 0 1 0 1 1 0 0 1 0 0 0 0 1
61 0 1 0 3 0 1 2 1 0 1 0 0 0 1 0 1 0 0 0 0 1
62 0 1 0 2 1 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 3
63 0 1 0 2 1 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 3
64 0 1 0 2 1 0 1 1 0 2 0 1 0 0 1 1 0 0 0 0 1
65 0 0 1 2 0 1 0 0 0 0 1 0 1 0 0 1 0 0 0 0 3
66 0 0 1 2 0 1 0 0 1 0 0 0 0 1 0 1 0 0 0 0 3
67 0 0 1 2 0 1 1 1 0 2 0 1 0 0 1 1 0 0 0 0 1
68 0 0 1 1 1 0 0 1 0 2 0 1 0 0 0 0 1 0 0 0 3
69 0 0 1 1 1 0 0 1 0 2 0 1 0 0 0 0 0 1 0 0 3
70 1 1 0 3 0 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 2
71 1 1 0 3 0 1 0 1 0 1 1 0 0 0 1 1 0 0 0 0 1
72 1 1 0 3 0 1 0 0 1 1 0 1 0 0 1 1 0 0 0 0 1
73 1 1 0 3 0 1 1 1 0 2 0 1 0 0 0 0 1 0 0 0 1
74 1 1 0 3 0 1 1 1 0 2 0 1 0 0 0 0 0 1 0 0 1
75 1 1 0 2 1 0 0 1 0 2 0 1 0 0 0 1 0 0 1 0 1
76 1 0 1 2 0 1 0 1 0 2 0 1 0 0 0 1 0 0 1 0 1
77 2 1 0 2 0 1 0 1 0 2 0 1 0 0 0 1 0 0 0 1 1
78 0 1 0 3 0 1 1 0 0 0 1 0 1 0 0 1 0 0 0 0 2
79 0 1 0 3 0 1 1 0 1 0 0 0 0 1 0 1 0 0 0 0 2
80 0 1 0 3 0 1 2 1 0 2 0 1 0 0 1 1 0 0 0 0 0
81 0 1 0 2 1 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 3
82 0 1 0 2 1 0 0 1 0 1 1 0 0 0 1 1 0 0 0 0 2
83 0 1 0 2 1 0 0 0 1 1 0 1 0 0 1 1 0 0 0 0 2
84 0 1 0 2 1 0 1 1 0 2 0 1 0 0 0 0 1 0 0 0 2
85 0 1 0 2 1 0 1 1 0 2 0 1 0 0 0 0 0 1 0 0 2
86 0 0 1 2 0 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 3
87 0 0 1 2 0 1 0 1 0 1 1 0 0 0 1 1 0 0 0 0 2
88 0 0 1 2 0 1 0 0 1 1 0 1 0 0 1 1 0 0 0 0 2
89 0 0 1 2 0 1 1 1 0 2 0 1 0 0 0 0 1 0 0 0 2
90 0 0 1 2 0 1 1 1 0 2 0 1 0 0 0 0 0 1 0 0 2
91 0 0 1 1 1 0 0 1 0 2 0 1 0 0 0 1 0 0 1 0 2
92 1 1 0 3 0 1 0 0 0 1 0 1 1 0 1 1 0 0 0 0 1
93 1 1 0 3 0 1 0 1 0 1 0 0 0 1 1 1 0 0 0 0 1
94 1 1 0 3 0 1 0 1 0 1 1 0 0 0 0 0 1 0 0 0 2
95 1 1 0 3 0 1 0 1 0 1 1 0 0 0 0 0 0 1 0 0 2
96 1 1 0 3 0 1 0 0 1 1 0 1 0 0 0 0 1 0 0 0 2
97 1 1 0 3 0 1 0 0 1 1 0 1 0 0 0 0 0 1 0 0 2
98 1 1 0 3 0 1 1 1 0 2 0 1 0 0 0 1 0 0 1 0 0
99 1 1 0 1 1 0 0 1 0 2 0 1 0 0 0 1 0 0 0 1 2
100 1 0 1 1 0 1 0 1 0 2 0 1 0 0 0 1 0 0 0 1 2
101 0 1 0 3 0 1 1 0 0 0 0 0 1 1 0 1 0 0 0 0 2
102 0 1 0 3 0 1 1 1 0 1 1 0 0 0 1 1 0 0 0 0 1
103 0 1 0 3 0 1 1 0 1 1 0 1 0 0 1 1 0 0 0 0 1
104 0 1 0 3 0 1 2 1 0 2 0 1 0 0 0 0 1 0 0 0 1
105 0 1 0 3 0 1 2 1 0 2 0 1 0 0 0 0 0 1 0 0 1
106 0 1 0 2 1 0 0 0 0 1 0 1 1 0 1 1 0 0 0 0 2
107 0 1 0 2 1 0 0 1 0 1 0 0 0 1 1 1 0 0 0 0 2
108 0 1 0 2 1 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 3
109 0 1 0 2 1 0 0 1 0 1 1 0 0 0 0 0 0 1 0 0 3
110 0 1 0 2 1 0 0 0 1 1 0 1 0 0 0 0 1 0 0 0 3
111 0 1 0 2 1 0 0 0 1 1 0 1 0 0 0 0 0 1 0 0 3
112 0 1 0 2 1 0 1 1 0 2 0 1 0 0 0 1 0 0 1 0 1
113 0 0 1 2 0 1 0 0 0 1 0 1 1 0 1 1 0 0 0 0 2
114 0 0 1 2 0 1 0 1 0 1 0 0 0 1 1 1 0 0 0 0 2
115 0 0 1 2 0 1 0 1 0 1 1 0 0 0 0 0 1 0 0 0 3
116 0 0 1 2 0 1 0 1 0 1 1 0 0 0 0 0 0 1 0 0 3
117 0 0 1 2 0 1 0 0 1 1 0 1 0 0 0 0 1 0 0 0 3
118 0 0 1 2 0 1 0 0 1 1 0 1 0 0 0 0 0 1 0 0 3
119 0 0 1 2 0 1 1 1 0 2 0 1 0 0 0 1 0 0 1 0 1
120 0 0 1 0 1 0 0 1 0 2 0 1 0 0 0 1 0 0 0 1 3
121 1 1 0 3 0 1 0 0 0 1 0 1 1 0 0 0 1 0 0 0 2
122 1 1 0 3 0 1 0 0 0 1 0 1 1 0 0 0 0 1 0 0 2
123 1 1 0 3 0 1 0 1 0 2 0 1 0 0 2 1 0 0 0 0 0
124 1 1 0 3 0 1 0 1 0 1 0 0 0 1 0 0 1 0 0 0 2
125 1 1 0 3 0 1 0 1 0 1 0 0 0 1 0 0 0 1 0 0 2
126 1 1 0 3 0 1 0 1 0 1 1 0 0 0 0 1 0 0 1 0 1
127 1 1 0 3 0 1 0 0 1 1 0 1 0 0 0 1 0 0 1 0 1
128 1 1 0 2 0 1 1 1 0 2 0 1 0 0 0 1 0 0 0 1 1
129 0 1 0 3 0 1 1 0 0 1 0 1 1 0 1 1 0 0 0 0 1
130 0 1 0 3 0 1 1 1 0 1 0 0 0 1 1 1 0 0 0 0 1
131 0 1 0 3 0 1 1 1 0 1 1 0 0 0 0 0 1 0 0 0 2
132 0 1 0 3 0 1 1 1 0 1 1 0 0 0 0 0 0 1 0 0 2
133 0 1 0 3 0 1 0 0 1 0 1 0 0 0 1 1 0 0 0 0 2
134 0 1 0 3 0 1 1 0 1 1 0 1 0 0 0 0 1 0 0 0 2
135 0 1 0 3 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0 0 2
136 0 1 0 3 0 1 2 1 0 2 0 1 0 0 0 1 0 0 1 0 0
137 0 1 0 2 1 0 0 0 0 1 0 1 1 0 0 0 1 0 0 0 3
138 0 1 0 2 1 0 0 0 0 1 0 1 1 0 0 0 0 1 0 0 3
139 0 1 0 2 1 0 0 1 0 2 0 1 0 0 2 1 0 0 0 0 1
140 0 1 0 2 1 0 0 1 0 1 0 0 0 1 0 0 1 0 0 0 3
141 0 1 0 2 1 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 3
142 0 1 0 2 1 0 0 1 0 1 1 0 0 0 0 1 0 0 1 0 2
143 0 1 0 2 1 0 0 0 1 1 0 1 0 0 0 1 0 0 1 0 2
144 0 1 0 1 1 0 1 1 0 2 0 1 0 0 0 1 0 0 0 1 2
145 0 0 1 2 0 1 0 0 0 1 0 1 1 0 0 0 1 0 0 0 3
146 0 0 1 2 0 1 0 0 0 1 0 1 1 0 0 0 0 1 0 0 3
147 0 0 1 2 0 1 0 1 0 2 0 1 0 0 2 1 0 0 0 0 1
148 0 0 1 2 0 1 0 1 0 1 0 0 0 1 0 0 1 0 0 0 3
149 0 0 1 2 0 1 0 1 0 1 0 0 0 1 0 0 0 1 0 0 3
150 0 0 1 2 0 1 0 1 0 1 1 0 0 0 0 1 0 0 1 0 2
151 0 0 1 2 0 1 0 0 1 1 0 1 0 0 0 1 0 0 1 0 2
152 0 0 1 1 0 1 1 1 0 2 0 1 0 0 0 1 0 0 0 1 2
153 1 1 0 3 0 1 0 0 0 1 0 1 1 0 0 1 0 0 1 0 1
154 1 1 0 3 0 1 0 1 0 2 0 1 0 0 1 0 1 0 0 0 1
155 1 1 0 3 0 1 0 1 0 2 0 1 0 0 1 0 0 1 0 0 1
156 1 1 0 3 0 1 0 1 0 1 0 0 0 1 0 1 0 0 1 0 1
157 1 1 0 2 0 1 0 1 0 1 1 0 0 0 0 1 0 0 0 1 2
158 1 1 0 2 0 1 0 0 1 1 0 1 0 0 0 1 0 0 0 1 2
159 0 1 0 3 0 1 1 0 0 1 0 1 1 0 0 0 1 0 0 0 2
160 0 1 0 3 0 1 1 0 0 1 0 1 1 0 0 0 0 1 0 0 2
161 0 1 0 3 0 1 0 0 0 0 1 0 1 0 1 1 0 0 0 0 2
162 0 1 0 3 0 1 1 1 0 2 0 1 0 0 2 1 0 0 0 0 0
163 0 1 0 3 0 1 1 1 0 1 0 0 0 1 0 0 1 0 0 0 2
164 0 1 0 3 0 1 1 1 0 1 0 0 0 1 0 0 0 1 0 0 2
165 0 1 0 3 0 1 0 0 1 0 0 0 0 1 1 1 0 0 0 0 2
166 0 1 0 3 0 1 1 1 0 1 1 0 0 0 0 1 0 0 1 0 1
167 0 1 0 3 0 1 0 0 1 0 1 0 0 0 0 0 1 0 0 0 3
168 0 1 0 3 0 1 0 0 1 0 1 0 0 0 0 0 0 1 0 0 3
169 0 1 0 3 0 1 1 0 1 1 0 1 0 0 0 1 0 0 1 0 1
170 0 1 0 2 0 1 2 1 0 2 0 1 0 0 0 1 0 0 0 1 1
171 0 1 0 2 1 0 0 0 0 1 0 1 1 0 0 1 0 0 1 0 2
172 0 1 0 2 1 0 0 1 0 2 0 1 0 0 1 0 1 0 0 0 2
173 0 1 0 2 1 0 0 1 0 2 0 1 0 0 1 0 0 1 0 0 2
174 0 1 0 2 1 0 0 1 0 1 0 0 0 1 0 1 0 0 1 0 2
175 0 1 0 1 1 0 0 1 0 1 1 0 0 0 0 1 0 0 0 1 3
176 0 1 0 1 1 0 0 0 1 1 0 1 0 0 0 1 0 0 0 1 3
177 0 0 1 2 0 1 0 0 0 1 0 1 1 0 0 1 0 0 1 0 2
178 0 0 1 2 0 1 0 1 0 2 0 1 0 0 1 0 1 0 0 0 2
179 0 0 1 2 0 1 0 1 0 2 0 1 0 0 1 0 0 1 0 0 2
180 0 0 1 2 0 1 0 1 0 1 0 0 0 1 0 1 0 0 1 0 2
181 0 0 1 1 0 1 0 1 0 1 1 0 0 0 0 1 0 0 0 1 3
182 0 0 1 1 0 1 0 0 1 1 0 1 0 0 0 1 0 0 0 1 3
183 1 1 0 2 0 1 0 0 0 1 0 1 1 0 0 1 0 0 0 1 2
184 1 1 0 3 0 1 0 1 0 2 0 1 0 0 1 1 0 0 1 0 0
185 1 1 0 2 0 1 0 1 0 1 0 0 0 1 0 1 0 0 0 1 2
186 0 1 0 3 0 1 1 0 0 1 0 1 1 0 0 1 0 0 1 0 1
187 0 1 0 3 0 1 0 0 0 0 1 0 1 0 0 0 1 0 0 0 3
188 0 1 0 3 0 1 1 1 0 2 0 1 0 0 1 0 1 0 0 0 1
189 0 1 0 3 0 1 0 0 0 0 1 0 1 0 0 0 0 1 0 0 3
190 0 1 0 3 0 1 1 1 0 2 0 1 0 0 1 0 0 1 0 0 1
191 0 1 0 3 0 1 0 0 0 0 0 0 1 1 1 1 0 0 0 0 2
192 0 1 0 3 0 1 0 1 0 1 1 0 0 0 2 1 0 0 0 0 1
193 0 1 0 3 0 1 0 0 1 1 0 1 0 0 2 1 0 0 0 0 1
194 0 1 0 3 0 1 1 1 0 1 0 0 0 1 0 1 0 0 1 0 1
195 0 1 0 3 0 1 0 0 1 0 0 0 0 1 0 0 1 0 0 0 3
196 0 1 0 3 0 1 0 0 1 0 0 0 0 1 0 0 0 1 0 0 3
197 0 1 0 2 0 1 1 1 0 1 1 0 0 0 0 1 0 0 0 1 2
198 0 1 0 3 0 1 0 0 1 0 1 0 0 0 0 1 0 0 1 0 2
199 0 1 0 2 0 1 1 0 1 1 0 1 0 0 0 1 0 0 0 1 2
200 0 1 0 1 1 0 0 0 0 1 0 1 1 0 0 1 0 0 0 1 3
201 0 1 0 2 1 0 0 1 0 2 0 1 0 0 1 1 0 0 1 0 1
202 0 1 0 1 1 0 0 1 0 1 0 0 0 1 0 1 0 0 0 1 3
203 0 0 1 1 0 1 0 0 0 1 0 1 1 0 0 1 0 0 0 1 3
204 0 0 1 2 0 1 0 1 0 2 0 1 0 0 1 1 0 0 1 0 1
205 0 0 1 1 0 1 0 1 0 1 0 0 0 1 0 1 0 0 0 1 3
206 1 1 0 2 0 1 0 1 0 2 0 1 0 0 1 1 0 0 0 1 1
207 1 1 0 3 0 1 0 1 0 2 0 1 0 0 0 0 1 0 1 0 1
208 1 1 0 3 0 1 0 1 0 2 0 1 0 0 0 0 0 1 1 0 1
209 0 1 0 2 0 1 1 0 0 1 0 1 1 0 0 1 0 0 0 1 2
210 0 1 0 3 0 1 0 0 0 0 1 0 1 0 0 1 0 0 1 0 2
211 0 1 0 3 0 1 1 1 0 2 0 1 0 0 1 1 0 0 1 0 0
212 0 1 0 3 0 1 0 0 0 0 0 0 1 1 0 0 1 0 0 0 3
213 0 1 0 3 0 1 0 1 0 1 1 0 0 0 1 0 1 0 0 0 2
214 0 1 0 3 0 1 0 0 1 1 0 1 0 0 1 0 1 0 0 0 2
215 0 1 0 3 0 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0 3
216 0 1 0 3 0 1 0 1 0 1 1 0 0 0 1 0 0 1 0 0 2
217 0 1 0 3 0 1 0 0 1 1 0 1 0 0 1 0 0 1 0 0 2
218 0 1 0 3 0 1 0 0 0 1 0 1 1 0 2 1 0 0 0 0 1
219 0 1 0 3 0 1 0 1 0 1 0 0 0 1 2 1 0 0 0 0 1
220 0 1 0 2 0 1 1 1 0 1 0 0 0 1 0 1 0 0 0 1 2
221 0 1 0 3 0 1 0 0 1 0 0 0 0 1 0 1 0 0 1 0 2
222 0 1 0 2 0 1 0 0 1 0 1 0 0 0 0 1 0 0 0 1 3
223 0 1 0 1 1 0 0 1 0 2 0 1 0 0 1 1 0 0 0 1 2
224 0 1 0 2 1 0 0 1 0 2 0 1 0 0 0 0 1 0 1 0 2
225 0 1 0 2 1 0 0 1 0 2 0 1 0 0 0 0 0 1 1 0 2
226 0 0 1 1 0 1 0 1 0 2 0 1 0 0 1 1 0 0 0 1 2
227 0 0 1 2 0 1 0 1 0 2 0 1 0 0 0 0 1 0 1 0 2
228 0 0 1 2 0 1 0 1 0 2 0 1 0 0 0 0 0 1 1 0 2
229 1 1 0 2 0 1 0 1 0 2 0 1 0 0 0 0 1 0 0 1 2
230 1 1 0 2 0 1 0 1 0 2 0 1 0 0 0 0 0 1 0 1 2
231 1 1 0 3 0 1 0 1 0 2 0 1 0 0 0 1 0 0 2 0 0
232 0 1 0 2 0 1 0 0 0 0 1 0 1 0 0 1 0 0 0 1 3
233 0 1 0 2 0 1 1 1 0 2 0 1 0 0 1 1 0 0 0 1 1
234 0 1 0 3 0 1 0 0 0 0 0 0 1 1 0 1 0 0 1 0 2
235 0 1 0 3 0 1 0 1 0 1 1 0 0 0 1 1 0 0 1 0 1
236 0 1 0 3 0 1 1 1 0 2 0 1 0 0 0 0 1 0 1 0 1
237 0 1 0 3 0 1 1 1 0 2 0 1 0 0 0 0 0 1 1 0 1
238 0 1 0 3 0 1 0 0 1 1 0 1 0 0 1 1 0 0 1 0 1
239 0 1 0 3 0 1 0 0 0 1 0 1 1 0 1 0 1 0 0 0 2
240 0 1 0 3 0 1 0 1 0 1 0 0 0 1 1 0 1 0 0 0 2
241 0 1 0 3 0 1 0 0 0 1 0 1 1 0 1 0 0 1 0 0 2
242 0 1 0 3 0 1 0 1 0 1 0 0 0 1 1 0 0 1 0 0 2
243 0 1 0 3 0 1 0 1 0 2 0 1 0 0 3 1 0 0 0 0 0
244 0 1 0 2 0 1 0 0 1 0 0 0 0 1 0 1 0 0 0 1 3
245 0 1 0 1 1 0 0 1 0 2 0 1 0 0 0 0 1 0 0 1 3
246 0 1 0 1 1 0 0 1 0 2 0 1 0 0 0 0 0 1 0 1 3
247 0 1 0 2 1 0 0 1 0 2 0 1 0 0 0 1 0 0 2 0 1
248 0 0 1 1 0 1 0 1 0 2 0 1 0 0 0 0 1 0 0 1 3
249 0 0 1 1 0 1 0 1 0 2 0 1 0 0 0 0 0 1 0 1 3
250 0 0 1 2 0 1 0 1 0 2 0 1 0 0 0 1 0 0 2 0 1
251 1 1 0 2 0 1 0 1 0 2 0 1 0 0 0 1 0 0 1 1 1
252 0 1 0 2 0 1 0 0 0 0 0 0 1 1 0 1 0 0 0 1 3
253 0 1 0 2 0 1 0 1 0 1 1 0 0 0 1 1 0 0 0 1 2
254 0 1 0 2 0 1 1 1 0 2 0 1 0 0 0 0 1 0 0 1 2
255 0 1 0 2 0 1 1 1 0 2 0 1 0 0 0 0 0 1 0 1 2
256 0 1 0 2 0 1 0 0 1 1 0 1 0 0 1 1 0 0 0 1 2
257 0 1 0 3 0 1 0 0 0 1 0 1 1 0 1 1 0 0 1 0 1
258 0 1 0 3 0 1 0 1 0 1 0 0 0 1 1 1 0 0 1 0 1
259 0 1 0 3 0 1 0 1 0 1 1 0 0 0 0 0 1 0 1 0 2
260 0 1 0 3 0 1 0 1 0 1 1 0 0 0 0 0 0 1 1 0 2
261 0 1 0 3 0 1 1 1 0 2 0 1 0 0 0 1 0 0 2 0 0
262 0 1 0 3 0 1 0 0 1 1 0 1 0 0 0 0 1 0 1 0 2
263 0 1 0 3 0 1 0 0 1 1 0 1 0 0 0 0 0 1 1 0 2
264 0 1 0 3 0 1 0 1 0 2 0 1 0 0 2 0 1 0 0 0 1
265 0 1 0 3 0 1 0 1 0 2 0 1 0 0 2 0 0 1 0 0 1
266 0 1 0 1 1 0 0 1 0 2 0 1 0 0 0 1 0 0 1 1 2
267 0 0 1 1 0 1 0 1 0 2 0 1 0 0 0 1 0 0 1 1 2
268 0 1 0 2 0 1 0 0 0 1 0 1 1 0 1 1 0 0 0 1 2
269 0 1 0 2 0 1 0 1 0 1 0 0 0 1 1 1 0 0 0 1 2
270 0 1 0 2 0 1 0 1 0 1 1 0 0 0 0 0 1 0 0 1 3
271 0 1 0 2 0 1 0 1 0 1 1 0 0 0 0 0 0 1 0 1 3
272 0 1 0 2 0 1 1 1 0 2 0 1 0 0 0 1 0 0 1 1 1
273 0 1 0 2 0 1 0 0 1 1 0 1 0 0 0 0 1 0 0 1 3
274 0 1 0 2 0 1 0 0 1 1 0 1 0 0 0 0 0 1 0 1 3
275 0 1 0 3 0 1 0 0 0 1 0 1 1 0 0 0 1 0 1 0 2
276 0 1 0 3 0 1 0 0 0 1 0 1 1 0 0 0 0 1 1 0 2
277 0 1 0 3 0 1 0 1 0 2 0 1 0 0 2 1 0 0 1 0 0
278 0 1 0 3 0 1 0 1 0 1 0 0 0 1 0 0 1 0 1 0 2
279 0 1 0 3 0 1 0 1 0 1 0 0 0 1 0 0 0 1 1 0 2
280 0 1 0 3 0 1 0 1 0 1 1 0 0 0 0 1 0 0 2 0 1
281 0 1 0 3 0 1 0 0 1 1 0 1 0 0 0 1 0 0 2 0 1
282 0 1 0 2 0 1 0 0 0 1 0 1 1 0 0 0 1 0 0 1 3
283 0 1 0 2 0 1 0 0 0 1 0 1 1 0 0 0 0 1 0 1 3
284 0 1 0 2 0 1 0 1 0 2 0 1 0 0 2 1 0 0 0 1 1
285 0 1 0 2 0 1 0 1 0 1 0 0 0 1 0 0 1 0 0 1 3
286 0 1 0 2 0 1 0 1 0 1 0 0 0 1 0 0 0 1 0 1 3
287 0 1 0 2 0 1 0 1 0 1 1 0 0 0 0 1 0 0 1 1 2
288 0 1 0 2 0 1 0 0 1 1 0 1 0 0 0 1 0 0 1 1 2
289 0 1 0 3 0 1 0 0 0 1 0 1 1 0 0 1 0 0 2 0 1
290 0 1 0 3 0 1 0 1 0 2 0 1 0 0 1 0 1 0 1 0 1
291 0 1 0 3 0 1 0 1 0 2 0 1 0 0 1 0 0 1 1 0 1
292 0 1 0 3 0 1 0 1 0 1 0 0 0 1 0 1 0 0 2 0 1
293 0 1 0 2 0 1 0 0 0 1 0 1 1 0 0 1 0 0 1 1 2
294 0 1 0 2 0 1 0 1 0 2 0 1 0 0 1 0 1 0 0 1 2
295 0 1 0 2 0 1 0 1 0 2 0 1 0 0 1 0 0 1 0 1 2
296 0 1 0 2 0 1 0 1 0 1 0 0 0 1 0 1 0 0 1 1 2
297 0 1 0 3 0 1 0 1 0 2 0 1 0 0 1 1 0 0 2 0 0
298 0 1 0 2 0 1 0 1 0 2 0 1 0 0 1 1 0 0 1 1 1
299 0 1 0 3 0 1 0 1 0 2 0 1 0 0 0 0 1 0 2 0 1
300 0 1 0 3 0 1 0 1 0 2 0 1 0 0 0 0 0 1 2 0 1
301 0 1 0 2 0 1 0 1 0 2 0 1 0 0 0 0 1 0 1 1 2
302 0 1 0 2 0 1 0 1 0 2 0 1 0 0 0 0 0 1 1 1 2
303 0 1 0 3 0 1 0 1 0 2 0 1 0 0 0 1 0 0 3 0 0
304 0 1 0 2 0 1 0 1 0 2 0 1 0 0 0 1 0 0 2 1 1
