Max SUM: 6
S P0 P1 P2 P3 P4 P5 P6 P7 P8 P9 P10 P11 P12 P13 P14 P15 P16 P17 P18 P19 SUM
42 9 1 0 3 0 1 0 1 0 2 0 1 0 0 0 0 0 1 0 0 1
43 6 1 0 2 1 0 3 1 0 2 0 1 0 0 0 1 0 0 0 0 1
44 6 0 1 2 0 1 3 1 0 2 0 1 0 0 0 1 0 0 0 0 1
45 6 0 1 1 1 0 1 0 1 1 0 1 0 0 0 1 0 0 0 0 3
46 6 0 1 1 1 0 1 1 0 1 1 0 0 0 0 1 0 0 0 0 3
47 7 1 0 3 0 1 2 0 1 1 0 1 0 0 0 1 0 0 0 0 1
48 7 1 0 3 0 1 2 1 0 1 1 0 0 0 0 1 0 0 0 0 1
49 7 1 0 2 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 3
50 7 1 0 2 1 0 1 0 0 1 0 1 1 0 0 1 0 0 0 0 2
51 7 1 0 2 1 0 1 1 0 1 0 0 0 1 0 1 0 0 0 0 2
52 7 0 1 2 0 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0 3
53 7 0 1 2 0 1 1 0 0 1 0 1 1 0 0 1 0 0 0 0 2
54 7 0 1 2 0 1 1 1 0 1 0 0 0 1 0 1 0 0 0 0 2
55 7 0 1 1 1 0 0 1 0 2 0 1 0 0 1 1 0 0 0 0 2
56 8 1 0 3 0 1 0 0 0 0 1 0 1 0 0 1 0 0 0 0 2
57 8 1 0 3 0 1 0 0 1 0 0 0 0 1 0 1 0 0 0 0 2
58 8 1 0 3 0 1 1 1 0 2 0 1 0 0 1 1 0 0 0 0 0
59 8 1 0 2 1 0 0 1 0 2 0 1 0 0 0 0 1 0 0 0 2
60 8 1 0 2 1 0 0 1 0 2 0 1 0 0 0 0 0 1 0 0 2
61 8 0 1 2 0 1 0 1 0 2 0 1 0 0 0 0 1 0 0 0 2
62 8 0 1 2 0 1 0 1 0 2 0 1 0 0 0 0 0 1 0 0 2
63 9 1 0 3 0 1 0 1 0 2 0 1 0 0 0 1 0 0 1 0 0
64 5 0 1 1 1 0 3 1 0 2 0 1 0 0 0 1 0 0 0 0 2
65 6 1 0 3 0 1 4 1 0 2 0 1 0 0 0 1 0 0 0 0 0
66 6 1 0 2 1 0 2 0 1 1 0 1 0 0 0 1 0 0 0 0 2
67 6 1 0 2 1 0 2 1 0 1 1 0 0 0 0 1 0 0 0 0 2
68 6 0 1 2 0 1 2 0 1 1 0 1 0 0 0 1 0 0 0 0 2
69 6 0 1 2 0 1 2 1 0 1 1 0 0 0 0 1 0 0 0 0 2
70 6 0 1 1 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 4
71 6 0 1 1 1 0 1 0 0 1 0 1 1 0 0 1 0 0 0 0 3
72 6 0 1 1 1 0 1 1 0 1 0 0 0 1 0 1 0 0 0 0 3
73 7 1 0 3 0 1 1 0 1 0 1 0 0 0 0 1 0 0 0 0 2
74 7 1 0 3 0 1 2 0 0 1 0 1 1 0 0 1 0 0 0 0 1
75 7 1 0 3 0 1 2 1 0 1 0 0 0 1 0 1 0 0 0 0 1
76 7 1 0 2 1 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 3
77 7 1 0 2 1 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 3
78 7 1 0 2 1 0 1 1 0 2 0 1 0 0 1 1 0 0 0 0 1
79 7 0 1 2 0 1 0 0 0 0 1 0 1 0 0 1 0 0 0 0 3
80 7 0 1 2 0 1 0 0 1 0 0 0 0 1 0 1 0 0 0 0 3
81 7 0 1 2 0 1 1 1 0 2 0 1 0 0 1 1 0 0 0 0 1
82 7 0 1 1 1 0 0 1 0 2 0 1 0 0 0 0 1 0 0 0 3
83 7 0 1 1 1 0 0 1 0 2 0 1 0 0 0 0 0 1 0 0 3
84 8 1 0 3 0 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 2
85 8 1 0 3 0 1 0 1 0 1 1 0 0 0 1 1 0 0 0 0 1
86 8 1 0 3 0 1 0 0 1 1 0 1 0 0 1 1 0 0 0 0 1
87 8 1 0 3 0 1 1 1 0 2 0 1 0 0 0 0 1 0 0 0 1
88 8 1 0 3 0 1 1 1 0 2 0 1 0 0 0 0 0 1 0 0 1
89 8 1 0 2 1 0 0 1 0 2 0 1 0 0 0 1 0 0 1 0 1
90 8 0 1 2 0 1 0 1 0 2 0 1 0 0 0 1 0 0 1 0 1
91 9 1 0 2 0 1 0 1 0 2 0 1 0 0 0 1 0 0 0 1 1
92 5 1 0 2 1 0 4 1 0 2 0 1 0 0 0 1 0 0 0 0 1
93 5 0 1 2 0 1 4 1 0 2 0 1 0 0 0 1 0 0 0 0 1
94 5 0 1 1 1 0 2 0 1 1 0 1 0 0 0 1 0 0 0 0 3
95 5 0 1 1 1 0 2 1 0 1 1 0 0 0 0 1 0 0 0 0 3
96 6 1 0 3 0 1 3 0 1 1 0 1 0 0 0 1 0 0 0 0 1
97 6 1 0 3 0 1 3 1 0 1 1 0 0 0 0 1 0 0 0 0 1
98 6 1 0 2 1 0 1 0 1 0 1 0 0 0 0 1 0 0 0 0 3
99 6 1 0 2 1 0 2 0 0 1 0 1 1 0 0 1 0 0 0 0 2
100 6 1 0 2 1 0 2 1 0 1 0 0 0 1 0 1 0 0 0 0 2
101 6 0 1 2 0 1 1 0 1 0 1 0 0 0 0 1 0 0 0 0 3
102 6 0 1 2 0 1 2 0 0 1 0 1 1 0 0 1 0 0 0 0 2
103 6 0 1 2 0 1 2 1 0 1 0 0 0 1 0 1 0 0 0 0 2
104 6 0 1 1 1 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 4
105 6 0 1 1 1 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 4
106 6 0 1 1 1 0 1 1 0 2 0 1 0 0 1 1 0 0 0 0 2
107 7 1 0 3 0 1 1 0 0 0 1 0 1 0 0 1 0 0 0 0 2
108 7 1 0 3 0 1 1 0 1 0 0 0 0 1 0 1 0 0 0 0 2
109 7 1 0 3 0 1 2 1 0 2 0 1 0 0 1 1 0 0 0 0 0
110 7 1 0 2 1 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 3
111 7 1 0 2 1 0 0 1 0 1 1 0 0 0 1 1 0 0 0 0 2
112 7 1 0 2 1 0 0 0 1 1 0 1 0 0 1 1 0 0 0 0 2
113 7 1 0 2 1 0 1 1 0 2 0 1 0 0 0 0 1 0 0 0 2
114 7 1 0 2 1 0 1 1 0 2 0 1 0 0 0 0 0 1 0 0 2
115 7 0 1 2 0 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 3
116 7 0 1 2 0 1 0 1 0 1 1 0 0 0 1 1 0 0 0 0 2
117 7 0 1 2 0 1 0 0 1 1 0 1 0 0 1 1 0 0 0 0 2
118 7 0 1 2 0 1 1 1 0 2 0 1 0 0 0 0 1 0 0 0 2
119 7 0 1 2 0 1 1 1 0 2 0 1 0 0 0 0 0 1 0 0 2
120 7 0 1 1 1 0 0 1 0 2 0 1 0 0 0 1 0 0 1 0 2
121 8 1 0 3 0 1 0 0 0 1 0 1 1 0 1 1 0 0 0 0 1
122 8 1 0 3 0 1 0 1 0 1 0 0 0 1 1 1 0 0 0 0 1
123 8 1 0 3 0 1 0 1 0 1 1 0 0 0 0 0 1 0 0 0 2
124 8 1 0 3 0 1 0 1 0 1 1 0 0 0 0 0 0 1 0 0 2
125 8 1 0 3 0 1 0 0 1 1 0 1 0 0 0 0 1 0 0 0 2
126 8 1 0 3 0 1 0 0 1 1 0 1 0 0 0 0 0 1 0 0 2
127 8 1 0 3 0 1 1 1 0 2 0 1 0 0 0 1 0 0 1 0 0
128 8 1 0 1 1 0 0 1 0 2 0 1 0 0 0 1 0 0 0 1 2
129 8 0 1 1 0 1 0 1 0 2 0 1 0 0 0 1 0 0 0 1 2
130 4 0 1 1 1 0 4 1 0 2 0 1 0 0 0 1 0 0 0 0 2
131 5 1 0 3 0 1 5 1 0 2 0 1 0 0 0 1 0 0 0 0 0
132 5 1 0 2 1 0 3 0 1 1 0 1 0 0 0 1 0 0 0 0 2
133 5 1 0 2 1 0 3 1 0 1 1 0 0 0 0 1 0 0 0 0 2
134 5 0 1 2 0 1 3 0 1 1 0 1 0 0 0 1 0 0 0 0 2
135 5 0 1 2 0 1 3 1 0 1 1 0 0 0 0 1 0 0 0 0 2
136 5 0 1 1 1 0 1 0 1 0 1 0 0 0 0 1 0 0 0 0 4
137 5 0 1 1 1 0 2 0 0 1 0 1 1 0 0 1 0 0 0 0 3
138 5 0 1 1 1 0 2 1 0 1 0 0 0 1 0 1 0 0 0 0 3
139 6 1 0 3 0 1 2 0 1 0 1 0 0 0 0 1 0 0 0 0 2
140 6 1 0 3 0 1 3 0 0 1 0 1 1 0 0 1 0 0 0 0 1
141 6 1 0 3 0 1 3 1 0 1 0 0 0 1 0 1 0 0 0 0 1
142 6 1 0 2 1 0 1 0 0 0 1 0 1 0 0 1 0 0 0 0 3
143 6 1 0 2 1 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 3
144 6 1 0 2 1 0 2 1 0 2 0 1 0 0 1 1 0 0 0 0 1
145 6 0 1 2 0 1 1 0 0 0 1 0 1 0 0 1 0 0 0 0 3
146 6 0 1 2 0 1 1 0 1 0 0 0 0 1 0 1 0 0 0 0 3
147 6 0 1 2 0 1 2 1 0 2 0 1 0 0 1 1 0 0 0 0 1
148 6 0 1 1 1 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 4
149 6 0 1 1 1 0 0 1 0 1 1 0 0 0 1 1 0 0 0 0 3
150 6 0 1 1 1 0 0 0 1 1 0 1 0 0 1 1 0 0 0 0 3
151 6 0 1 1 1 0 1 1 0 2 0 1 0 0 0 0 1 0 0 0 3
152 6 0 1 1 1 0 1 1 0 2 0 1 0 0 0 0 0 1 0 0 3
153 7 1 0 3 0 1 1 0 0 0 0 0 1 1 0 1 0 0 0 0 2
154 7 1 0 3 0 1 1 1 0 1 1 0 0 0 1 1 0 0 0 0 1
155 7 1 0 3 0 1 1 0 1 1 0 1 0 0 1 1 0 0 0 0 1
156 7 1 0 3 0 1 2 1 0 2 0 1 0 0 0 0 1 0 0 0 1
157 7 1 0 3 0 1 2 1 0 2 0 1 0 0 0 0 0 1 0 0 1
158 7 1 0 2 1 0 0 0 0 1 0 1 1 0 1 1 0 0 0 0 2
159 7 1 0 2 1 0 0 1 0 1 0 0 0 1 1 1 0 0 0 0 2
160 7 1 0 2 1 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 3
161 7 1 0 2 1 0 0 1 0 1 1 0 0 0 0 0 0 1 0 0 3
162 7 1 0 2 1 0 0 0 1 1 0 1 0 0 0 0 1 0 0 0 3
163 7 1 0 2 1 0 0 0 1 1 0 1 0 0 0 0 0 1 0 0 3
164 7 1 0 2 1 0 1 1 0 2 0 1 0 0 0 1 0 0 1 0 1
165 7 0 1 2 0 1 0 0 0 1 0 1 1 0 1 1 0 0 0 0 2
166 7 0 1 2 0 1 0 1 0 1 0 0 0 1 1 1 0 0 0 0 2
167 7 0 1 2 0 1 0 1 0 1 1 0 0 0 0 0 1 0 0 0 3
168 7 0 1 2 0 1 0 1 0 1 1 0 0 0 0 0 0 1 0 0 3
169 7 0 1 2 0 1 0 0 1 1 0 1 0 0 0 0 1 0 0 0 3
170 7 0 1 2 0 1 0 0 1 1 0 1 0 0 0 0 0 1 0 0 3
171 7 0 1 2 0 1 1 1 0 2 0 1 0 0 0 1 0 0 1 0 1
172 7 0 1 0 1 0 0 1 0 2 0 1 0 0 0 1 0 0 0 1 3
173 8 1 0 3 0 1 0 0 0 1 0 1 1 0 0 0 1 0 0 0 2
174 8 1 0 3 0 1 0 0 0 1 0 1 1 0 0 0 0 1 0 0 2
175 8 1 0 3 0 1 0 1 0 2 0 1 0 0 2 1 0 0 0 0 0
176 8 1 0 3 0 1 0 1 0 1 0 0 0 1 0 0 1 0 0 0 2
177 8 1 0 3 0 1 0 1 0 1 0 0 0 1 0 0 0 1 0 0 2
178 8 1 0 3 0 1 0 1 0 1 1 0 0 0 0 1 0 0 1 0 1
179 8 1 0 3 0 1 0 0 1 1 0 1 0 0 0 1 0 0 1 0 1
180 8 1 0 2 0 1 1 1 0 2 0 1 0 0 0 1 0 0 0 1 1
181 4 1 0 2 1 0 5 1 0 2 0 1 0 0 0 1 0 0 0 0 1
182 4 0 1 2 0 1 5 1 0 2 0 1 0 0 0 1 0 0 0 0 1
183 4 0 1 1 1 0 3 0 1 1 0 1 0 0 0 1 0 0 0 0 3
184 4 0 1 1 1 0 3 1 0 1 1 0 0 0 0 1 0 0 0 0 3
185 5 1 0 3 0 1 4 0 1 1 0 1 0 0 0 1 0 0 0 0 1
186 5 1 0 3 0 1 4 1 0 1 1 0 0 0 0 1 0 0 0 0 1
187 5 1 0 2 1 0 2 0 1 0 1 0 0 0 0 1 0 0 0 0 3
188 5 1 0 2 1 0 3 0 0 1 0 1 1 0 0 1 0 0 0 0 2
189 5 1 0 2 1 0 3 1 0 1 0 0 0 1 0 1 0 0 0 0 2
190 5 0 1 2 0 1 2 0 1 0 1 0 0 0 0 1 0 0 0 0 3
191 5 0 1 2 0 1 3 0 0 1 0 1 1 0 0 1 0 0 0 0 2
192 5 0 1 2 0 1 3 1 0 1 0 0 0 1 0 1 0 0 0 0 2
193 5 0 1 1 1 0 1 0 0 0 1 0 1 0 0 1 0 0 0 0 4
194 5 0 1 1 1 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 4
195 5 0 1 1 1 0 2 1 0 2 0 1 0 0 1 1 0 0 0 0 2
196 6 1 0 3 0 1 2 0 0 0 1 0 1 0 0 1 0 0 0 0 2
197 6 1 0 3 0 1 2 0 1 0 0 0 0 1 0 1 0 0 0 0 2
198 6 1 0 3 0 1 3 1 0 2 0 1 0 0 1 1 0 0 0 0 0
199 6 1 0 2 1 0 1 0 0 0 0 0 1 1 0 1 0 0 0 0 3
200 6 1 0 2 1 0 1 1 0 1 1 0 0 0 1 1 0 0 0 0 2
201 6 1 0 2 1 0 1 0 1 1 0 1 0 0 1 1 0 0 0 0 2
202 6 1 0 2 1 0 2 1 0 2 0 1 0 0 0 0 1 0 0 0 2
203 6 1 0 2 1 0 2 1 0 2 0 1 0 0 0 0 0 1 0 0 2
204 6 0 1 2 0 1 1 0 0 0 0 0 1 1 0 1 0 0 0 0 3
205 6 0 1 2 0 1 1 1 0 1 1 0 0 0 1 1 0 0 0 0 2
206 6 0 1 2 0 1 1 0 1 1 0 1 0 0 1 1 0 0 0 0 2
207 6 0 1 2 0 1 2 1 0 2 0 1 0 0 0 0 1 0 0 0 2
208 6 0 1 2 0 1 2 1 0 2 0 1 0 0 0 0 0 1 0 0 2
209 6 0 1 1 1 0 0 0 0 1 0 1 1 0 1 1 0 0 0 0 3
210 6 0 1 1 1 0 0 1 0 1 0 0 0 1 1 1 0 0 0 0 3
211 6 0 1 1 1 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 4
212 6 0 1 1 1 0 0 1 0 1 1 0 0 0 0 0 0 1 0 0 4
213 6 0 1 1 1 0 0 0 1 1 0 1 0 0 0 0 1 0 0 0 4
214 6 0 1 1 1 0 0 0 1 1 0 1 0 0 0 0 0 1 0 0 4
215 6 0 1 1 1 0 1 1 0 2 0 1 0 0 0 1 0 0 1 0 2
216 7 1 0 3 0 1 1 0 0 1 0 1 1 0 1 1 0 0 0 0 1
217 7 1 0 3 0 1 1 1 0 1 0 0 0 1 1 1 0 0 0 0 1
218 7 1 0 3 0 1 1 1 0 1 1 0 0 0 0 0 1 0 0 0 2
219 7 1 0 3 0 1 1 1 0 1 1 0 0 0 0 0 0 1 0 0 2
220 7 1 0 3 0 1 0 0 1 0 1 0 0 0 1 1 0 0 0 0 2
221 7 1 0 3 0 1 1 0 1 1 0 1 0 0 0 0 1 0 0 0 2
222 7 1 0 3 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0 0 2
223 7 1 0 3 0 1 2 1 0 2 0 1 0 0 0 1 0 0 1 0 0
224 7 1 0 2 1 0 0 0 0 1 0 1 1 0 0 0 1 0 0 0 3
225 7 1 0 2 1 0 0 0 0 1 0 1 1 0 0 0 0 1 0 0 3
226 7 1 0 2 1 0 0 1 0 2 0 1 0 0 2 1 0 0 0 0 1
227 7 1 0 2 1 0 0 1 0 1 0 0 0 1 0 0 1 0 0 0 3
228 7 1 0 2 1 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 3
229 7 1 0 2 1 0 0 1 0 1 1 0 0 0 0 1 0 0 1 0 2
230 7 1 0 2 1 0 0 0 1 1 0 1 0 0 0 1 0 0 1 0 2
231 7 1 0 1 1 0 1 1 0 2 0 1 0 0 0 1 0 0 0 1 2
232 7 0 1 2 0 1 0 0 0 1 0 1 1 0 0 0 1 0 0 0 3
233 7 0 1 2 0 1 0 0 0 1 0 1 1 0 0 0 0 1 0 0 3
234 7 0 1 2 0 1 0 1 0 2 0 1 0 0 2 1 0 0 0 0 1
235 7 0 1 2 0 1 0 1 0 1 0 0 0 1 0 0 1 0 0 0 3
236 7 0 1 2 0 1 0 1 0 1 0 0 0 1 0 0 0 1 0 0 3
237 7 0 1 2 0 1 0 1 0 1 1 0 0 0 0 1 0 0 1 0 2
238 7 0 1 2 0 1 0 0 1 1 0 1 0 0 0 1 0 0 1 0 2
239 7 0 1 1 0 1 1 1 0 2 0 1 0 0 0 1 0 0 0 1 2
240 8 1 0 3 0 1 0 0 0 1 0 1 1 0 0 1 0 0 1 0 1
241 8 1 0 3 0 1 0 1 0 2 0 1 0 0 1 0 1 0 0 0 1
242 8 1 0 3 0 1 0 1 0 2 0 1 0 0 1 0 0 1 0 0 1
243 8 1 0 3 0 1 0 1 0 1 0 0 0 1 0 1 0 0 1 0 1
244 8 1 0 2 0 1 0 1 0 1 1 0 0 0 0 1 0 0 0 1 2
245 8 1 0 2 0 1 0 0 1 1 0 1 0 0 0 1 0 0 0 1 2
246 3 0 1 1 1 0 5 1 0 2 0 1 0 0 0 1 0 0 0 0 2
247 4 1 0 3 0 1 6 1 0 2 0 1 0 0 0 1 0 0 0 0 0
248 4 1 0 2 1 0 4 0 1 1 0 1 0 0 0 1 0 0 0 0 2
249 4 1 0 2 1 0 4 1 0 1 1 0 0 0 0 1 0 0 0 0 2
250 4 0 1 2 0 1 4 0 1 1 0 1 0 0 0 1 0 0 0 0 2
251 4 0 1 2 0 1 4 1 0 1 1 0 0 0 0 1 0 0 0 0 2
252 4 0 1 1 1 0 2 0 1 0 1 0 0 0 0 1 0 0 0 0 4
253 4 0 1 1 1 0 3 0 0 1 0 1 1 0 0 1 0 0 0 0 3
254 4 0 1 1 1 0 3 1 0 1 0 0 0 1 0 1 0 0 0 0 3
255 5 1 0 3 0 1 3 0 1 0 1 0 0 0 0 1 0 0 0 0 2
256 5 1 0 3 0 1 4 0 0 1 0 1 1 0 0 1 0 0 0 0 1
257 5 1 0 3 0 1 4 1 0 1 0 0 0 1 0 1 0 0 0 0 1
258 5 1 0 2 1 0 2 0 0 0 1 0 1 0 0 1 0 0 0 0 3
259 5 1 0 2 1 0 2 0 1 0 0 0 0 1 0 1 0 0 0 0 3
260 5 1 0 2 1 0 3 1 0 2 0 1 0 0 1 1 0 0 0 0 1
261 5 0 1 2 0 1 2 0 0 0 1 0 1 0 0 1 0 0 0 0 3
262 5 0 1 2 0 1 2 0 1 0 0 0 0 1 0 1 0 0 0 0 3
263 5 0 1 2 0 1 3 1 0 2 0 1 0 0 1 1 0 0 0 0 1
264 5 0 1 1 1 0 1 0 0 0 0 0 1 1 0 1 0 0 0 0 4
265 5 0 1 1 1 0 1 1 0 1 1 0 0 0 1 1 0 0 0 0 3
266 5 0 1 1 1 0 1 0 1 1 0 1 0 0 1 1 0 0 0 0 3
267 5 0 1 1 1 0 2 1 0 2 0 1 0 0 0 0 1 0 0 0 3
268 5 0 1 1 1 0 2 1 0 2 0 1 0 0 0 0 0 1 0 0 3
269 6 1 0 3 0 1 2 0 0 0 0 0 1 1 0 1 0 0 0 0 2
270 6 1 0 3 0 1 2 1 0 1 1 0 0 0 1 1 0 0 0 0 1
271 6 1 0 3 0 1 2 0 1 1 0 1 0 0 1 1 0 0 0 0 1
272 6 1 0 3 0 1 3 1 0 2 0 1 0 0 0 0 1 0 0 0 1
273 6 1 0 3 0 1 3 1 0 2 0 1 0 0 0 0 0 1 0 0 1
274 6 1 0 2 1 0 1 0 0 1 0 1 1 0 1 1 0 0 0 0 2
275 6 1 0 2 1 0 1 1 0 1 0 0 0 1 1 1 0 0 0 0 2
276 6 1 0 2 1 0 1 1 0 1 1 0 0 0 0 0 1 0 0 0 3
277 6 1 0 2 1 0 1 1 0 1 1 0 0 0 0 0 0 1 0 0 3
278 6 1 0 2 1 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0 3
279 6 1 0 2 1 0 1 0 1 1 0 1 0 0 0 0 1 0 0 0 3
280 6 1 0 2 1 0 1 0 1 1 0 1 0 0 0 0 0 1 0 0 3
281 6 1 0 2 1 0 2 1 0 2 0 1 0 0 0 1 0 0 1 0 1
282 6 0 1 2 0 1 1 0 0 1 0 1 1 0 1 1 0 0 0 0 2
283 6 0 1 2 0 1 1 1 0 1 0 0 0 1 1 1 0 0 0 0 2
284 6 0 1 2 0 1 1 1 0 1 1 0 0 0 0 0 1 0 0 0 3
285 6 0 1 2 0 1 1 1 0 1 1 0 0 0 0 0 0 1 0 0 3
286 6 0 1 2 0 1 0 0 1 0 1 0 0 0 1 1 0 0 0 0 3
287 6 0 1 2 0 1 1 0 1 1 0 1 0 0 0 0 1 0 0 0 3
288 6 0 1 2 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0 0 3
289 6 0 1 2 0 1 2 1 0 2 0 1 0 0 0 1 0 0 1 0 1
290 6 0 1 1 1 0 0 0 0 1 0 1 1 0 0 0 1 0 0 0 4
291 6 0 1 1 1 0 0 0 0 1 0 1 1 0 0 0 0 1 0 0 4
292 6 0 1 1 1 0 0 1 0 2 0 1 0 0 2 1 0 0 0 0 2
293 6 0 1 1 1 0 0 1 0 1 0 0 0 1 0 0 1 0 0 0 4
294 6 0 1 1 1 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 4
295 6 0 1 1 1 0 0 1 0 1 1 0 0 0 0 1 0 0 1 0 3
296 6 0 1 1 1 0 0 0 1 1 0 1 0 0 0 1 0 0 1 0 3
297 6 0 1 0 1 0 1 1 0 2 0 1 0 0 0 1 0 0 0 1 3
298 7 1 0 3 0 1 1 0 0 1 0 1 1 0 0 0 1 0 0 0 2
299 7 1 0 3 0 1 1 0 0 1 0 1 1 0 0 0 0 1 0 0 2
300 7 1 0 3 0 1 0 0 0 0 1 0 1 0 1 1 0 0 0 0 2
301 7 1 0 3 0 1 1 1 0 2 0 1 0 0 2 1 0 0 0 0 0
302 7 1 0 3 0 1 1 1 0 1 0 0 0 1 0 0 1 0 0 0 2
303 7 1 0 3 0 1 1 1 0 1 0 0 0 1 0 0 0 1 0 0 2
304 7 1 0 3 0 1 0 0 1 0 0 0 0 1 1 1 0 0 0 0 2
305 7 1 0 3 0 1 1 1 0 1 1 0 0 0 0 1 0 0 1 0 1
306 7 1 0 3 0 1 0 0 1 0 1 0 0 0 0 0 1 0 0 0 3
307 7 1 0 3 0 1 0 0 1 0 1 0 0 0 0 0 0 1 0 0 3
308 7 1 0 3 0 1 1 0 1 1 0 1 0 0 0 1 0 0 1 0 1
309 7 1 0 2 0 1 2 1 0 2 0 1 0 0 0 1 0 0 0 1 1
310 7 1 0 2 1 0 0 0 0 1 0 1 1 0 0 1 0 0 1 0 2
311 7 1 0 2 1 0 0 1 0 2 0 1 0 0 1 0 1 0 0 0 2
312 7 1 0 2 1 0 0 1 0 2 0 1 0 0 1 0 0 1 0 0 2
313 7 1 0 2 1 0 0 1 0 1 0 0 0 1 0 1 0 0 1 0 2
