Max SUM: 6
S P0 P1 P2 P3 P4 P5 P6 P7 P8 P9 P10 P11 P12 P13 P14 P15 P16 P17 P18 P19 SUM
154 3 1 0 3 0 1 1 1 0 1 1 0 0 0 1 1 0 0 0 0 1
155 3 1 0 3 0 1 1 0 1 1 0 1 0 0 1 1 0 0 0 0 1
156 3 1 0 3 0 1 2 1 0 2 0 1 0 0 0 0 1 0 0 0 1
157 3 1 0 3 0 1 2 1 0 2 0 1 0 0 0 0 0 1 0 0 1
158 3 1 0 2 1 0 0 0 0 1 0 1 1 0 1 1 0 0 0 0 2
159 3 1 0 2 1 0 0 1 0 1 0 0 0 1 1 1 0 0 0 0 2
160 3 1 0 2 1 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 3
161 3 1 0 2 1 0 0 1 0 1 1 0 0 0 0 0 0 1 0 0 3
162 3 1 0 2 1 0 0 0 1 1 0 1 0 0 0 0 1 0 0 0 3
163 3 1 0 2 1 0 0 0 1 1 0 1 0 0 0 0 0 1 0 0 3
164 3 1 0 2 1 0 1 1 0 2 0 1 0 0 0 1 0 0 1 0 1
165 3 0 1 2 0 1 0 0 0 1 0 1 1 0 1 1 0 0 0 0 2
166 3 0 1 2 0 1 0 1 0 1 0 0 0 1 1 1 0 0 0 0 2
167 3 0 1 2 0 1 0 1 0 1 1 0 0 0 0 0 1 0 0 0 3
168 3 0 1 2 0 1 0 1 0 1 1 0 0 0 0 0 0 1 0 0 3
169 3 0 1 2 0 1 0 0 1 1 0 1 0 0 0 0 1 0 0 0 3
170 3 0 1 2 0 1 0 0 1 1 0 1 0 0 0 0 0 1 0 0 3
171 3 0 1 2 0 1 1 1 0 2 0 1 0 0 0 1 0 0 1 0 1
172 3 0 1 0 1 0 0 1 0 2 0 1 0 0 0 1 0 0 0 1 3
173 4 1 0 3 0 1 0 0 0 1 0 1 1 0 0 0 1 0 0 0 2
174 4 1 0 3 0 1 0 0 0 1 0 1 1 0 0 0 0 1 0 0 2
175 4 1 0 3 0 1 0 1 0 2 0 1 0 0 2 1 0 0 0 0 0
176 4 1 0 3 0 1 0 1 0 1 0 0 0 1 0 0 1 0 0 0 2
177 4 1 0 3 0 1 0 1 0 1 0 0 0 1 0 0 0 1 0 0 2
178 4 1 0 3 0 1 0 1 0 1 1 0 0 0 0 1 0 0 1 0 1
179 4 1 0 3 0 1 0 0 1 1 0 1 0 0 0 1 0 0 1 0 1
180 4 1 0 2 0 1 1 1 0 2 0 1 0 0 0 1 0 0 0 1 1
181 0 1 0 2 1 0 5 1 0 2 0 1 0 0 0 1 0 0 0 0 1
182 0 0 1 2 0 1 5 1 0 2 0 1 0 0 0 1 0 0 0 0 1
183 0 0 1 1 1 0 3 0 1 1 0 1 0 0 0 1 0 0 0 0 3
184 0 0 1 1 1 0 3 1 0 1 1 0 0 0 0 1 0 0 0 0 3
185 1 1 0 3 0 1 4 0 1 1 0 1 0 0 0 1 0 0 0 0 1
186 1 1 0 3 0 1 4 1 0 1 1 0 0 0 0 1 0 0 0 0 1
187 1 1 0 2 1 0 2 0 1 0 1 0 0 0 0 1 0 0 0 0 3
188 1 1 0 2 1 0 3 0 0 1 0 1 1 0 0 1 0 0 0 0 2
189 1 1 0 2 1 0 3 1 0 1 0 0 0 1 0 1 0 0 0 0 2
190 1 0 1 2 0 1 2 0 1 0 1 0 0 0 0 1 0 0 0 0 3
191 1 0 1 2 0 1 3 0 0 1 0 1 1 0 0 1 0 0 0 0 2
192 1 0 1 2 0 1 3 1 0 1 0 0 0 1 0 1 0 0 0 0 2
193 1 0 1 1 1 0 1 0 0 0 1 0 1 0 0 1 0 0 0 0 4
194 1 0 1 1 1 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 4
195 1 0 1 1 1 0 2 1 0 2 0 1 0 0 1 1 0 0 0 0 2
196 2 1 0 3 0 1 2 0 0 0 1 0 1 0 0 1 0 0 0 0 2
197 2 1 0 3 0 1 2 0 1 0 0 0 0 1 0 1 0 0 0 0 2
198 2 1 0 3 0 1 3 1 0 2 0 1 0 0 1 1 0 0 0 0 0
199 2 1 0 2 1 0 1 0 0 0 0 0 1 1 0 1 0 0 0 0 3
200 2 1 0 2 1 0 1 1 0 1 1 0 0 0 1 1 0 0 0 0 2
201 2 1 0 2 1 0 1 0 1 1 0 1 0 0 1 1 0 0 0 0 2
202 2 1 0 2 1 0 2 1 0 2 0 1 0 0 0 0 1 0 0 0 2
203 2 1 0 2 1 0 2 1 0 2 0 1 0 0 0 0 0 1 0 0 2
204 2 0 1 2 0 1 1 0 0 0 0 0 1 1 0 1 0 0 0 0 3
205 2 0 1 2 0 1 1 1 0 1 1 0 0 0 1 1 0 0 0 0 2
206 2 0 1 2 0 1 1 0 1 1 0 1 0 0 1 1 0 0 0 0 2
207 2 0 1 2 0 1 2 1 0 2 0 1 0 0 0 0 1 0 0 0 2
208 2 0 1 2 0 1 2 1 0 2 0 1 0 0 0 0 0 1 0 0 2
209 2 0 1 1 1 0 0 0 0 1 0 1 1 0 1 1 0 0 0 0 3
210 2 0 1 1 1 0 0 1 0 1 0 0 0 1 1 1 0 0 0 0 3
211 2 0 1 1 1 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 4
212 2 0 1 1 1 0 0 1 0 1 1 0 0 0 0 0 0 1 0 0 4
213 2 0 1 1 1 0 0 0 1 1 0 1 0 0 0 0 1 0 0 0 4
214 2 0 1 1 1 0 0 0 1 1 0 1 0 0 0 0 0 1 0 0 4
215 2 0 1 1 1 0 1 1 0 2 0 1 0 0 0 1 0 0 1 0 2
216 3 1 0 3 0 1 1 0 0 1 0 1 1 0 1 1 0 0 0 0 1
217 3 1 0 3 0 1 1 1 0 1 0 0 0 1 1 1 0 0 0 0 1
218 3 1 0 3 0 1 1 1 0 1 1 0 0 0 0 0 1 0 0 0 2
219 3 1 0 3 0 1 1 1 0 1 1 0 0 0 0 0 0 1 0 0 2
220 3 1 0 3 0 1 0 0 1 0 1 0 0 0 1 1 0 0 0 0 2
221 3 1 0 3 0 1 1 0 1 1 0 1 0 0 0 0 1 0 0 0 2
222 3 1 0 3 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0 0 2
223 3 1 0 3 0 1 2 1 0 2 0 1 0 0 0 1 0 0 1 0 0
224 3 1 0 2 1 0 0 0 0 1 0 1 1 0 0 0 1 0 0 0 3
225 3 1 0 2 1 0 0 0 0 1 0 1 1 0 0 0 0 1 0 0 3
226 3 1 0 2 1 0 0 1 0 2 0 1 0 0 2 1 0 0 0 0 1
227 3 1 0 2 1 0 0 1 0 1 0 0 0 1 0 0 1 0 0 0 3
228 3 1 0 2 1 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 3
229 3 1 0 2 1 0 0 1 0 1 1 0 0 0 0 1 0 0 1 0 2
230 3 1 0 2 1 0 0 0 1 1 0 1 0 0 0 1 0 0 1 0 2
231 3 1 0 1 1 0 1 1 0 2 0 1 0 0 0 1 0 0 0 1 2
232 3 0 1 2 0 1 0 0 0 1 0 1 1 0 0 0 1 0 0 0 3
233 3 0 1 2 0 1 0 0 0 1 0 1 1 0 0 0 0 1 0 0 3
234 3 0 1 2 0 1 0 1 0 2 0 1 0 0 2 1 0 0 0 0 1
235 3 0 1 2 0 1 0 1 0 1 0 0 0 1 0 0 1 0 0 0 3
236 3 0 1 2 0 1 0 1 0 1 0 0 0 1 0 0 0 1 0 0 3
237 3 0 1 2 0 1 0 1 0 1 1 0 0 0 0 1 0 0 1 0 2
238 3 0 1 2 0 1 0 0 1 1 0 1 0 0 0 1 0 0 1 0 2
239 3 0 1 1 0 1 1 1 0 2 0 1 0 0 0 1 0 0 0 1 2
240 4 1 0 3 0 1 0 0 0 1 0 1 1 0 0 1 0 0 1 0 1
241 4 1 0 3 0 1 0 1 0 2 0 1 0 0 1 0 1 0 0 0 1
242 4 1 0 3 0 1 0 1 0 2 0 1 0 0 1 0 0 1 0 0 1
243 4 1 0 3 0 1 0 1 0 1 0 0 0 1 0 1 0 0 1 0 1
244 4 1 0 2 0 1 0 1 0 1 1 0 0 0 0 1 0 0 0 1 2
245 4 1 0 2 0 1 0 0 1 1 0 1 0 0 0 1 0 0 0 1 2
246 0 1 0 3 0 1 6 1 0 2 0 1 0 0 0 1 0 0 0 0 0
247 0 1 0 2 1 0 4 0 1 1 0 1 0 0 0 1 0 0 0 0 2
248 0 1 0 2 1 0 4 1 0 1 1 0 0 0 0 1 0 0 0 0 2
249 0 0 1 2 0 1 4 0 1 1 0 1 0 0 0 1 0 0 0 0 2
250 0 0 1 2 0 1 4 1 0 1 1 0 0 0 0 1 0 0 0 0 2
251 0 0 1 1 1 0 2 0 1 0 1 0 0 0 0 1 0 0 0 0 4
252 0 0 1 1 1 0 3 0 0 1 0 1 1 0 0 1 0 0 0 0 3
253 0 0 1 1 1 0 3 1 0 1 0 0 0 1 0 1 0 0 0 0 3
254 1 1 0 3 0 1 3 0 1 0 1 0 0 0 0 1 0 0 0 0 2
255 1 1 0 3 0 1 4 0 0 1 0 1 1 0 0 1 0 0 0 0 1
256 1 1 0 3 0 1 4 1 0 1 0 0 0 1 0 1 0 0 0 0 1
257 1 1 0 2 1 0 2 0 0 0 1 0 1 0 0 1 0 0 0 0 3
258 1 1 0 2 1 0 2 0 1 0 0 0 0 1 0 1 0 0 0 0 3
259 1 1 0 2 1 0 3 1 0 2 0 1 0 0 1 1 0 0 0 0 1
260 1 0 1 2 0 1 2 0 0 0 1 0 1 0 0 1 0 0 0 0 3
261 1 0 1 2 0 1 2 0 1 0 0 0 0 1 0 1 0 0 0 0 3
262 1 0 1 2 0 1 3 1 0 2 0 1 0 0 1 1 0 0 0 0 1
263 1 0 1 1 1 0 1 0 0 0 0 0 1 1 0 1 0 0 0 0 4
264 1 0 1 1 1 0 1 1 0 1 1 0 0 0 1 1 0 0 0 0 3
265 1 0 1 1 1 0 1 0 1 1 0 1 0 0 1 1 0 0 0 0 3
266 1 0 1 1 1 0 2 1 0 2 0 1 0 0 0 0 1 0 0 0 3
267 1 0 1 1 1 0 2 1 0 2 0 1 0 0 0 0 0 1 0 0 3
268 2 1 0 3 0 1 2 0 0 0 0 0 1 1 0 1 0 0 0 0 2
269 2 1 0 3 0 1 2 1 0 1 1 0 0 0 1 1 0 0 0 0 1
270 2 1 0 3 0 1 2 0 1 1 0 1 0 0 1 1 0 0 0 0 1
271 2 1 0 3 0 1 3 1 0 2 0 1 0 0 0 0 1 0 0 0 1
272 2 1 0 3 0 1 3 1 0 2 0 1 0 0 0 0 0 1 0 0 1
273 2 1 0 2 1 0 1 0 0 1 0 1 1 0 1 1 0 0 0 0 2
274 2 1 0 2 1 0 1 1 0 1 0 0 0 1 1 1 0 0 0 0 2
275 2 1 0 2 1 0 1 1 0 1 1 0 0 0 0 0 1 0 0 0 3
276 2 1 0 2 1 0 1 1 0 1 1 0 0 0 0 0 0 1 0 0 3
277 2 1 0 2 1 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0 3
278 2 1 0 2 1 0 1 0 1 1 0 1 0 0 0 0 1 0 0 0 3
279 2 1 0 2 1 0 1 0 1 1 0 1 0 0 0 0 0 1 0 0 3
280 2 1 0 2 1 0 2 1 0 2 0 1 0 0 0 1 0 0 1 0 1
281 2 0 1 2 0 1 1 0 0 1 0 1 1 0 1 1 0 0 0 0 2
282 2 0 1 2 0 1 1 1 0 1 0 0 0 1 1 1 0 0 0 0 2
283 2 0 1 2 0 1 1 1 0 1 1 0 0 0 0 0 1 0 0 0 3
284 2 0 1 2 0 1 1 1 0 1 1 0 0 0 0 0 0 1 0 0 3
285 2 0 1 2 0 1 0 0 1 0 1 0 0 0 1 1 0 0 0 0 3
286 2 0 1 2 0 1 1 0 1 1 0 1 0 0 0 0 1 0 0 0 3
287 2 0 1 2 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0 0 3
288 2 0 1 2 0 1 2 1 0 2 0 1 0 0 0 1 0 0 1 0 1
289 2 0 1 1 1 0 0 0 0 1 0 1 1 0 0 0 1 0 0 0 4
290 2 0 1 1 1 0 0 0 0 1 0 1 1 0 0 0 0 1 0 0 4
291 2 0 1 1 1 0 0 1 0 2 0 1 0 0 2 1 0 0 0 0 2
292 2 0 1 1 1 0 0 1 0 1 0 0 0 1 0 0 1 0 0 0 4
293 2 0 1 1 1 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 4
294 2 0 1 1 1 0 0 1 0 1 1 0 0 0 0 1 0 0 1 0 3
295 2 0 1 1 1 0 0 0 1 1 0 1 0 0 0 1 0 0 1 0 3
296 2 0 1 0 1 0 1 1 0 2 0 1 0 0 0 1 0 0 0 1 3
297 3 1 0 3 0 1 1 0 0 1 0 1 1 0 0 0 1 0 0 0 2
298 3 1 0 3 0 1 1 0 0 1 0 1 1 0 0 0 0 1 0 0 2
299 3 1 0 3 0 1 0 0 0 0 1 0 1 0 1 1 0 0 0 0 2
300 3 1 0 3 0 1 1 1 0 2 0 1 0 0 2 1 0 0 0 0 0
301 3 1 0 3 0 1 1 1 0 1 0 0 0 1 0 0 1 0 0 0 2
302 3 1 0 3 0 1 1 1 0 1 0 0 0 1 0 0 0 1 0 0 2
303 3 1 0 3 0 1 0 0 1 0 0 0 0 1 1 1 0 0 0 0 2
304 3 1 0 3 0 1 1 1 0 1 1 0 0 0 0 1 0 0 1 0 1
305 3 1 0 3 0 1 0 0 1 0 1 0 0 0 0 0 1 0 0 0 3
306 3 1 0 3 0 1 0 0 1 0 1 0 0 0 0 0 0 1 0 0 3
307 3 1 0 3 0 1 1 0 1 1 0 1 0 0 0 1 0 0 1 0 1
308 3 1 0 2 0 1 2 1 0 2 0 1 0 0 0 1 0 0 0 1 1
309 3 1 0 2 1 0 0 0 0 1 0 1 1 0 0 1 0 0 1 0 2
310 3 1 0 2 1 0 0 1 0 2 0 1 0 0 1 0 1 0 0 0 2
311 3 1 0 2 1 0 0 1 0 2 0 1 0 0 1 0 0 1 0 0 2
312 3 1 0 2 1 0 0 1 0 1 0 0 0 1 0 1 0 0 1 0 2
313 3 1 0 1 1 0 0 1 0 1 1 0 0 0 0 1 0 0 0 1 3
