Max SUM: 2
S P0 P1 P2 P3 P4 P5 P6 P7 P8 P9 P10 P11 P12 P13 P14 P15 P16 P17 P18 P19 SUM
31 0 1 0 3 0 1 0 0 1 0 0 0 0 1 0 1 0 0 0 0 2
32 0 1 0 3 0 1 1 1 0 2 0 1 0 0 1 1 0 0 0 0 0
33 0 1 0 2 1 0 0 1 0 2 0 1 0 0 0 0 1 0 0 0 2
34 0 1 0 2 1 0 0 1 0 2 0 1 0 0 0 0 0 1 0 0 2
35 0 0 1 2 0 1 0 1 0 2 0 1 0 0 0 0 1 0 0 0 2
36 0 0 1 2 0 1 0 1 0 2 0 1 0 0 0 0 0 1 0 0 2
37 1 1 0 3 0 1 0 1 0 2 0 1 0 0 0 1 0 0 1 0 0
38 0 1 0 3 0 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 2
39 0 1 0 3 0 1 0 1 0 1 1 0 0 0 1 1 0 0 0 0 1
40 0 1 0 3 0 1 0 0 1 1 0 1 0 0 1 1 0 0 0 0 1
41 0 1 0 3 0 1 1 1 0 2 0 1 0 0 0 0 1 0 0 0 1
42 0 1 0 3 0 1 1 1 0 2 0 1 0 0 0 0 0 1 0 0 1
43 0 1 0 2 1 0 0 1 0 2 0 1 0 0 0 1 0 0 1 0 1
44 0 0 1 2 0 1 0 1 0 2 0 1 0 0 0 1 0 0 1 0 1
45 1 1 0 2 0 1 0 1 0 2 0 1 0 0 0 1 0 0 0 1 1
46 0 1 0 3 0 1 0 0 0 1 0 1 1 0 1 1 0 0 0 0 1
47 0 1 0 3 0 1 0 1 0 1 0 0 0 1 1 1 0 0 0 0 1
48 0 1 0 3 0 1 0 1 0 1 1 0 0 0 0 0 1 0 0 0 2
49 0 1 0 3 0 1 0 1 0 1 1 0 0 0 0 0 0 1 0 0 2
50 0 1 0 3 0 1 0 0 1 1 0 1 0 0 0 0 1 0 0 0 2
51 0 1 0 3 0 1 0 0 1 1 0 1 0 0 0 0 0 1 0 0 2
52 0 1 0 3 0 1 1 1 0 2 0 1 0 0 0 1 0 0 1 0 0
53 0 1 0 1 1 0 0 1 0 2 0 1 0 0 0 1 0 0 0 1 2
54 0 0 1 1 0 1 0 1 0 2 0 1 0 0 0 1 0 0 0 1 2
55 0 1 0 3 0 1 0 0 0 1 0 1 1 0 0 0 1 0 0 0 2
56 0 1 0 3 0 1 0 0 0 1 0 1 1 0 0 0 0 1 0 0 2
57 0 1 0 3 0 1 0 1 0 2 0 1 0 0 2 1 0 0 0 0 0
58 0 1 0 3 0 1 0 1 0 1 0 0 0 1 0 0 1 0 0 0 2
59 0 1 0 3 0 1 0 1 0 1 0 0 0 1 0 0 0 1 0 0 2
60 0 1 0 3 0 1 0 1 0 1 1 0 0 0 0 1 0 0 1 0 1
61 0 1 0 3 0 1 0 0 1 1 0 1 0 0 0 1 0 0 1 0 1
62 0 1 0 2 0 1 1 1 0 2 0 1 0 0 0 1 0 0 0 1 1
63 0 1 0 3 0 1 0 0 0 1 0 1 1 0 0 1 0 0 1 0 1
64 0 1 0 3 0 1 0 1 0 2 0 1 0 0 1 0 1 0 0 0 1
65 0 1 0 3 0 1 0 1 0 2 0 1 0 0 1 0 0 1 0 0 1
66 0 1 0 3 0 1 0 1 0 1 0 0 0 1 0 1 0 0 1 0 1
67 0 1 0 2 0 1 0 1 0 1 1 0 0 0 0 1 0 0 0 1 2
68 0 1 0 2 0 1 0 0 1 1 0 1 0 0 0 1 0 0 0 1 2
69 0 1 0 2 0 1 0 0 0 1 0 1 1 0 0 1 0 0 0 1 2
70 0 1 0 3 0 1 0 1 0 2 0 1 0 0 1 1 0 0 1 0 0
71 0 1 0 2 0 1 0 1 0 1 0 0 0 1 0 1 0 0 0 1 2
72 0 1 0 2 0 1 0 1 0 2 0 1 0 0 1 1 0 0 0 1 1
73 0 1 0 3 0 1 0 1 0 2 0 1 0 0 0 0 1 0 1 0 1
74 0 1 0 3 0 1 0 1 0 2 0 1 0 0 0 0 0 1 1 0 1
75 0 1 0 2 0 1 0 1 0 2 0 1 0 0 0 0 1 0 0 1 2
76 0 1 0 2 0 1 0 1 0 2 0 1 0 0 0 0 0 1 0 1 2
77 0 1 0 3 0 1 0 1 0 2 0 1 0 0 0 1 0 0 2 0 0
78 0 1 0 2 0 1 0 1 0 2 0 1 0 0 0 1 0 0 1 1 1
