Max SUM: 4
S P0 P1 P2 P3 P4 P5 P6 P7 P8 P9 P10 P11 P12 P13 P14 P15 P16 P17 P18 P19 SUM
21 2 1 0 3 0 1 1 0 1 1 0 1 0 0 0 1 0 0 0 0 1
22 2 1 0 3 0 1 1 1 0 1 1 0 0 0 0 1 0 0 0 0 1
23 2 1 0 2 1 0 0 0 0 1 0 1 1 0 0 1 0 0 0 0 2
24 2 1 0 2 1 0 0 1 0 1 0 0 0 1 0 1 0 0 0 0 2
25 2 0 1 2 0 1 0 0 0 1 0 1 1 0 0 1 0 0 0 0 2
26 2 0 1 2 0 1 0 1 0 1 0 0 0 1 0 1 0 0 0 0 2
27 3 1 0 3 0 1 0 1 0 2 0 1 0 0 1 1 0 0 0 0 0
28 0 0 1 1 1 0 2 1 0 2 0 1 0 0 0 1 0 0 0 0 2
29 1 1 0 3 0 1 3 1 0 2 0 1 0 0 0 1 0 0 0 0 0
30 1 1 0 2 1 0 1 0 1 1 0 1 0 0 0 1 0 0 0 0 2
31 1 1 0 2 1 0 1 1 0 1 1 0 0 0 0 1 0 0 0 0 2
32 1 0 1 2 0 1 1 0 1 1 0 1 0 0 0 1 0 0 0 0 2
33 1 0 1 2 0 1 1 1 0 1 1 0 0 0 0 1 0 0 0 0 2
34 1 0 1 1 1 0 0 0 0 1 0 1 1 0 0 1 0 0 0 0 3
35 1 0 1 1 1 0 0 1 0 1 0 0 0 1 0 1 0 0 0 0 3
36 2 1 0 3 0 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0 2
37 2 1 0 3 0 1 1 0 0 1 0 1 1 0 0 1 0 0 0 0 1
38 2 1 0 3 0 1 1 1 0 1 0 0 0 1 0 1 0 0 0 0 1
39 2 1 0 2 1 0 0 1 0 2 0 1 0 0 1 1 0 0 0 0 1
40 2 0 1 2 0 1 0 1 0 2 0 1 0 0 1 1 0 0 0 0 1
41 3 1 0 3 0 1 0 1 0 2 0 1 0 0 0 0 1 0 0 0 1
42 3 1 0 3 0 1 0 1 0 2 0 1 0 0 0 0 0 1 0 0 1
43 0 1 0 2 1 0 3 1 0 2 0 1 0 0 0 1 0 0 0 0 1
44 0 0 1 2 0 1 3 1 0 2 0 1 0 0 0 1 0 0 0 0 1
45 0 0 1 1 1 0 1 0 1 1 0 1 0 0 0 1 0 0 0 0 3
46 0 0 1 1 1 0 1 1 0 1 1 0 0 0 0 1 0 0 0 0 3
47 1 1 0 3 0 1 2 0 1 1 0 1 0 0 0 1 0 0 0 0 1
48 1 1 0 3 0 1 2 1 0 1 1 0 0 0 0 1 0 0 0 0 1
49 1 1 0 2 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 3
50 1 1 0 2 1 0 1 0 0 1 0 1 1 0 0 1 0 0 0 0 2
51 1 1 0 2 1 0 1 1 0 1 0 0 0 1 0 1 0 0 0 0 2
52 1 0 1 2 0 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0 3
53 1 0 1 2 0 1 1 0 0 1 0 1 1 0 0 1 0 0 0 0 2
54 1 0 1 2 0 1 1 1 0 1 0 0 0 1 0 1 0 0 0 0 2
55 1 0 1 1 1 0 0 1 0 2 0 1 0 0 1 1 0 0 0 0 2
56 2 1 0 3 0 1 0 0 0 0 1 0 1 0 0 1 0 0 0 0 2
57 2 1 0 3 0 1 0 0 1 0 0 0 0 1 0 1 0 0 0 0 2
58 2 1 0 3 0 1 1 1 0 2 0 1 0 0 1 1 0 0 0 0 0
59 2 1 0 2 1 0 0 1 0 2 0 1 0 0 0 0 1 0 0 0 2
60 2 1 0 2 1 0 0 1 0 2 0 1 0 0 0 0 0 1 0 0 2
61 2 0 1 2 0 1 0 1 0 2 0 1 0 0 0 0 1 0 0 0 2
62 2 0 1 2 0 1 0 1 0 2 0 1 0 0 0 0 0 1 0 0 2
63 3 1 0 3 0 1 0 1 0 2 0 1 0 0 0 1 0 0 1 0 0
64 0 1 0 3 0 1 4 1 0 2 0 1 0 0 0 1 0 0 0 0 0
65 0 1 0 2 1 0 2 0 1 1 0 1 0 0 0 1 0 0 0 0 2
66 0 1 0 2 1 0 2 1 0 1 1 0 0 0 0 1 0 0 0 0 2
67 0 0 1 2 0 1 2 0 1 1 0 1 0 0 0 1 0 0 0 0 2
68 0 0 1 2 0 1 2 1 0 1 1 0 0 0 0 1 0 0 0 0 2
69 0 0 1 1 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 4
70 0 0 1 1 1 0 1 0 0 1 0 1 1 0 0 1 0 0 0 0 3
71 0 0 1 1 1 0 1 1 0 1 0 0 0 1 0 1 0 0 0 0 3
72 1 1 0 3 0 1 1 0 1 0 1 0 0 0 0 1 0 0 0 0 2
73 1 1 0 3 0 1 2 0 0 1 0 1 1 0 0 1 0 0 0 0 1
74 1 1 0 3 0 1 2 1 0 1 0 0 0 1 0 1 0 0 0 0 1
75 1 1 0 2 1 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 3
76 1 1 0 2 1 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 3
77 1 1 0 2 1 0 1 1 0 2 0 1 0 0 1 1 0 0 0 0 1
78 1 0 1 2 0 1 0 0 0 0 1 0 1 0 0 1 0 0 0 0 3
79 1 0 1 2 0 1 0 0 1 0 0 0 0 1 0 1 0 0 0 0 3
80 1 0 1 2 0 1 1 1 0 2 0 1 0 0 1 1 0 0 0 0 1
81 1 0 1 1 1 0 0 1 0 2 0 1 0 0 0 0 1 0 0 0 3
82 1 0 1 1 1 0 0 1 0 2 0 1 0 0 0 0 0 1 0 0 3
83 2 1 0 3 0 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 2
84 2 1 0 3 0 1 0 1 0 1 1 0 0 0 1 1 0 0 0 0 1
85 2 1 0 3 0 1 0 0 1 1 0 1 0 0 1 1 0 0 0 0 1
86 2 1 0 3 0 1 1 1 0 2 0 1 0 0 0 0 1 0 0 0 1
87 2 1 0 3 0 1 1 1 0 2 0 1 0 0 0 0 0 1 0 0 1
88 2 1 0 2 1 0 0 1 0 2 0 1 0 0 0 1 0 0 1 0 1
89 2 0 1 2 0 1 0 1 0 2 0 1 0 0 0 1 0 0 1 0 1
90 3 1 0 2 0 1 0 1 0 2 0 1 0 0 0 1 0 0 0 1 1
91 0 1 0 3 0 1 3 0 1 1 0 1 0 0 0 1 0 0 0 0 1
92 0 1 0 3 0 1 3 1 0 1 1 0 0 0 0 1 0 0 0 0 1
93 0 1 0 2 1 0 1 0 1 0 1 0 0 0 0 1 0 0 0 0 3
94 0 1 0 2 1 0 2 0 0 1 0 1 1 0 0 1 0 0 0 0 2
95 0 1 0 2 1 0 2 1 0 1 0 0 0 1 0 1 0 0 0 0 2
96 0 0 1 2 0 1 1 0 1 0 1 0 0 0 0 1 0 0 0 0 3
97 0 0 1 2 0 1 2 0 0 1 0 1 1 0 0 1 0 0 0 0 2
98 0 0 1 2 0 1 2 1 0 1 0 0 0 1 0 1 0 0 0 0 2
99 0 0 1 1 1 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 4
100 0 0 1 1 1 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 4
101 0 0 1 1 1 0 1 1 0 2 0 1 0 0 1 1 0 0 0 0 2
102 1 1 0 3 0 1 1 0 0 0 1 0 1 0 0 1 0 0 0 0 2
103 1 1 0 3 0 1 1 0 1 0 0 0 0 1 0 1 0 0 0 0 2
104 1 1 0 3 0 1 2 1 0 2 0 1 0 0 1 1 0 0 0 0 0
105 1 1 0 2 1 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 3
106 1 1 0 2 1 0 0 1 0 1 1 0 0 0 1 1 0 0 0 0 2
107 1 1 0 2 1 0 0 0 1 1 0 1 0 0 1 1 0 0 0 0 2
108 1 1 0 2 1 0 1 1 0 2 0 1 0 0 0 0 1 0 0 0 2
109 1 1 0 2 1 0 1 1 0 2 0 1 0 0 0 0 0 1 0 0 2
110 1 0 1 2 0 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 3
111 1 0 1 2 0 1 0 1 0 1 1 0 0 0 1 1 0 0 0 0 2
112 1 0 1 2 0 1 0 0 1 1 0 1 0 0 1 1 0 0 0 0 2
113 1 0 1 2 0 1 1 1 0 2 0 1 0 0 0 0 1 0 0 0 2
114 1 0 1 2 0 1 1 1 0 2 0 1 0 0 0 0 0 1 0 0 2
115 1 0 1 1 1 0 0 1 0 2 0 1 0 0 0 1 0 0 1 0 2
116 2 1 0 3 0 1 0 0 0 1 0 1 1 0 1 1 0 0 0 0 1
117 2 1 0 3 0 1 0 1 0 1 0 0 0 1 1 1 0 0 0 0 1
118 2 1 0 3 0 1 0 1 0 1 1 0 0 0 0 0 1 0 0 0 2
119 2 1 0 3 0 1 0 1 0 1 1 0 0 0 0 0 0 1 0 0 2
120 2 1 0 3 0 1 0 0 1 1 0 1 0 0 0 0 1 0 0 0 2
121 2 1 0 3 0 1 0 0 1 1 0 1 0 0 0 0 0 1 0 0 2
122 2 1 0 3 0 1 1 1 0 2 0 1 0 0 0 1 0 0 1 0 0
123 2 1 0 1 1 0 0 1 0 2 0 1 0 0 0 1 0 0 0 1 2
124 2 0 1 1 0 1 0 1 0 2 0 1 0 0 0 1 0 0 0 1 2
125 0 1 0 3 0 1 2 0 1 0 1 0 0 0 0 1 0 0 0 0 2
126 0 1 0 3 0 1 3 0 0 1 0 1 1 0 0 1 0 0 0 0 1
127 0 1 0 3 0 1 3 1 0 1 0 0 0 1 0 1 0 0 0 0 1
128 0 1 0 2 1 0 1 0 0 0 1 0 1 0 0 1 0 0 0 0 3
129 0 1 0 2 1 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 3
130 0 1 0 2 1 0 2 1 0 2 0 1 0 0 1 1 0 0 0 0 1
131 0 0 1 2 0 1 1 0 0 0 1 0 1 0 0 1 0 0 0 0 3
132 0 0 1 2 0 1 1 0 1 0 0 0 0 1 0 1 0 0 0 0 3
133 0 0 1 2 0 1 2 1 0 2 0 1 0 0 1 1 0 0 0 0 1
134 0 0 1 1 1 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 4
135 0 0 1 1 1 0 0 1 0 1 1 0 0 0 1 1 0 0 0 0 3
136 0 0 1 1 1 0 0 0 1 1 0 1 0 0 1 1 0 0 0 0 3
137 0 0 1 1 1 0 1 1 0 2 0 1 0 0 0 0 1 0 0 0 3
138 0 0 1 1 1 0 1 1 0 2 0 1 0 0 0 0 0 1 0 0 3
139 1 1 0 3 0 1 1 0 0 0 0 0 1 1 0 1 0 0 0 0 2
140 1 1 0 3 0 1 1 1 0 1 1 0 0 0 1 1 0 0 0 0 1
141 1 1 0 3 0 1 1 0 1 1 0 1 0 0 1 1 0 0 0 0 1
142 1 1 0 3 0 1 2 1 0 2 0 1 0 0 0 0 1 0 0 0 1
143 1 1 0 3 0 1 2 1 0 2 0 1 0 0 0 0 0 1 0 0 1
144 1 1 0 2 1 0 0 0 0 1 0 1 1 0 1 1 0 0 0 0 2
145 1 1 0 2 1 0 0 1 0 1 0 0 0 1 1 1 0 0 0 0 2
146 1 1 0 2 1 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 3
147 1 1 0 2 1 0 0 1 0 1 1 0 0 0 0 0 0 1 0 0 3
148 1 1 0 2 1 0 0 0 1 1 0 1 0 0 0 0 1 0 0 0 3
149 1 1 0 2 1 0 0 0 1 1 0 1 0 0 0 0 0 1 0 0 3
150 1 1 0 2 1 0 1 1 0 2 0 1 0 0 0 1 0 0 1 0 1
151 1 0 1 2 0 1 0 0 0 1 0 1 1 0 1 1 0 0 0 0 2
152 1 0 1 2 0 1 0 1 0 1 0 0 0 1 1 1 0 0 0 0 2
153 1 0 1 2 0 1 0 1 0 1 1 0 0 0 0 0 1 0 0 0 3
154 1 0 1 2 0 1 0 1 0 1 1 0 0 0 0 0 0 1 0 0 3
155 1 0 1 2 0 1 0 0 1 1 0 1 0 0 0 0 1 0 0 0 3
156 1 0 1 2 0 1 0 0 1 1 0 1 0 0 0 0 0 1 0 0 3
157 1 0 1 2 0 1 1 1 0 2 0 1 0 0 0 1 0 0 1 0 1
158 1 0 1 0 1 0 0 1 0 2 0 1 0 0 0 1 0 0 0 1 3
159 2 1 0 3 0 1 0 0 0 1 0 1 1 0 0 0 1 0 0 0 2
160 2 1 0 3 0 1 0 0 0 1 0 1 1 0 0 0 0 1 0 0 2
161 2 1 0 3 0 1 0 1 0 2 0 1 0 0 2 1 0 0 0 0 0
162 2 1 0 3 0 1 0 1 0 1 0 0 0 1 0 0 1 0 0 0 2
163 2 1 0 3 0 1 0 1 0 1 0 0 0 1 0 0 0 1 0 0 2
164 2 1 0 3 0 1 0 1 0 1 1 0 0 0 0 1 0 0 1 0 1
165 2 1 0 3 0 1 0 0 1 1 0 1 0 0 0 1 0 0 1 0 1
166 2 1 0 2 0 1 1 1 0 2 0 1 0 0 0 1 0 0 0 1 1
167 0 1 0 3 0 1 2 0 0 0 1 0 1 0 0 1 0 0 0 0 2
168 0 1 0 3 0 1 2 0 1 0 0 0 0 1 0 1 0 0 0 0 2
169 0 1 0 3 0 1 3 1 0 2 0 1 0 0 1 1 0 0 0 0 0
170 0 1 0 2 1 0 1 0 0 0 0 0 1 1 0 1 0 0 0 0 3
171 0 1 0 2 1 0 1 1 0 1 1 0 0 0 1 1 0 0 0 0 2
172 0 1 0 2 1 0 1 0 1 1 0 1 0 0 1 1 0 0 0 0 2
173 0 1 0 2 1 0 2 1 0 2 0 1 0 0 0 0 1 0 0 0 2
174 0 1 0 2 1 0 2 1 0 2 0 1 0 0 0 0 0 1 0 0 2
175 0 0 1 2 0 1 1 0 0 0 0 0 1 1 0 1 0 0 0 0 3
176 0 0 1 2 0 1 1 1 0 1 1 0 0 0 1 1 0 0 0 0 2
177 0 0 1 2 0 1 1 0 1 1 0 1 0 0 1 1 0 0 0 0 2
178 0 0 1 2 0 1 2 1 0 2 0 1 0 0 0 0 1 0 0 0 2
179 0 0 1 2 0 1 2 1 0 2 0 1 0 0 0 0 0 1 0 0 2
180 0 0 1 1 1 0 0 0 0 1 0 1 1 0 1 1 0 0 0 0 3
181 0 0 1 1 1 0 0 1 0 1 0 0 0 1 1 1 0 0 0 0 3
182 0 0 1 1 1 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 4
183 0 0 1 1 1 0 0 1 0 1 1 0 0 0 0 0 0 1 0 0 4
184 0 0 1 1 1 0 0 0 1 1 0 1 0 0 0 0 1 0 0 0 4
185 0 0 1 1 1 0 0 0 1 1 0 1 0 0 0 0 0 1 0 0 4
186 0 0 1 1 1 0 1 1 0 2 0 1 0 0 0 1 0 0 1 0 2
187 1 1 0 3 0 1 1 0 0 1 0 1 1 0 1 1 0 0 0 0 1
188 1 1 0 3 0 1 1 1 0 1 0 0 0 1 1 1 0 0 0 0 1
189 1 1 0 3 0 1 1 1 0 1 1 0 0 0 0 0 1 0 0 0 2
190 1 1 0 3 0 1 1 1 0 1 1 0 0 0 0 0 0 1 0 0 2
191 1 1 0 3 0 1 0 0 1 0 1 0 0 0 1 1 0 0 0 0 2
192 1 1 0 3 0 1 1 0 1 1 0 1 0 0 0 0 1 0 0 0 2
193 1 1 0 3 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0 0 2
194 1 1 0 3 0 1 2 1 0 2 0 1 0 0 0 1 0 0 1 0 0
195 1 1 0 2 1 0 0 0 0 1 0 1 1 0 0 0 1 0 0 0 3
196 1 1 0 2 1 0 0 0 0 1 0 1 1 0 0 0 0 1 0 0 3
197 1 1 0 2 1 0 0 1 0 2 0 1 0 0 2 1 0 0 0 0 1
198 1 1 0 2 1 0 0 1 0 1 0 0 0 1 0 0 1 0 0 0 3
199 1 1 0 2 1 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 3
200 1 1 0 2 1 0 0 1 0 1 1 0 0 0 0 1 0 0 1 0 2
201 1 1 0 2 1 0 0 0 1 1 0 1 0 0 0 1 0 0 1 0 2
202 1 1 0 1 1 0 1 1 0 2 0 1 0 0 0 1 0 0 0 1 2
203 1 0 1 2 0 1 0 0 0 1 0 1 1 0 0 0 1 0 0 0 3
204 1 0 1 2 0 1 0 0 0 1 0 1 1 0 0 0 0 1 0 0 3
205 1 0 1 2 0 1 0 1 0 2 0 1 0 0 2 1 0 0 0 0 1
206 1 0 1 2 0 1 0 1 0 1 0 0 0 1 0 0 1 0 0 0 3
207 1 0 1 2 0 1 0 1 0 1 0 0 0 1 0 0 0 1 0 0 3
208 1 0 1 2 0 1 0 1 0 1 1 0 0 0 0 1 0 0 1 0 2
209 1 0 1 2 0 1 0 0 1 1 0 1 0 0 0 1 0 0 1 0 2
210 1 0 1 1 0 1 1 1 0 2 0 1 0 0 0 1 0 0 0 1 2
211 2 1 0 3 0 1 0 0 0 1 0 1 1 0 0 1 0 0 1 0 1
212 2 1 0 3 0 1 0 1 0 2 0 1 0 0 1 0 1 0 0 0 1
213 2 1 0 3 0 1 0 1 0 2 0 1 0 0 1 0 0 1 0 0 1
214 2 1 0 3 0 1 0 1 0 1 0 0 0 1 0 1 0 0 1 0 1
215 2 1 0 2 0 1 0 1 0 1 1 0 0 0 0 1 0 0 0 1 2
216 2 1 0 2 0 1 0 0 1 1 0 1 0 0 0 1 0 0 0 1 2
217 0 1 0 3 0 1 2 0 0 0 0 0 1 1 0 1 0 0 0 0 2
218 0 1 0 3 0 1 2 1 0 1 1 0 0 0 1 1 0 0 0 0 1
219 0 1 0 3 0 1 2 0 1 1 0 1 0 0 1 1 0 0 0 0 1
220 0 1 0 3 0 1 3 1 0 2 0 1 0 0 0 0 1 0 0 0 1
221 0 1 0 3 0 1 3 1 0 2 0 1 0 0 0 0 0 1 0 0 1
222 0 1 0 2 1 0 1 0 0 1 0 1 1 0 1 1 0 0 0 0 2
223 0 1 0 2 1 0 1 1 0 1 0 0 0 1 1 1 0 0 0 0 2
224 0 1 0 2 1 0 1 1 0 1 1 0 0 0 0 0 1 0 0 0 3
225 0 1 0 2 1 0 1 1 0 1 1 0 0 0 0 0 0 1 0 0 3
226 0 1 0 2 1 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0 3
227 0 1 0 2 1 0 1 0 1 1 0 1 0 0 0 0 1 0 0 0 3
228 0 1 0 2 1 0 1 0 1 1 0 1 0 0 0 0 0 1 0 0 3
229 0 1 0 2 1 0 2 1 0 2 0 1 0 0 0 1 0 0 1 0 1
230 0 0 1 2 0 1 1 0 0 1 0 1 1 0 1 1 0 0 0 0 2
231 0 0 1 2 0 1 1 1 0 1 0 0 0 1 1 1 0 0 0 0 2
232 0 0 1 2 0 1 1 1 0 1 1 0 0 0 0 0 1 0 0 0 3
233 0 0 1 2 0 1 1 1 0 1 1 0 0 0 0 0 0 1 0 0 3
234 0 0 1 2 0 1 0 0 1 0 1 0 0 0 1 1 0 0 0 0 3
235 0 0 1 2 0 1 1 0 1 1 0 1 0 0 0 0 1 0 0 0 3
236 0 0 1 2 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0 0 3
237 0 0 1 2 0 1 2 1 0 2 0 1 0 0 0 1 0 0 1 0 1
238 0 0 1 1 1 0 0 0 0 1 0 1 1 0 0 0 1 0 0 0 4
239 0 0 1 1 1 0 0 0 0 1 0 1 1 0 0 0 0 1 0 0 4
240 0 0 1 1 1 0 0 1 0 2 0 1 0 0 2 1 0 0 0 0 2
241 0 0 1 1 1 0 0 1 0 1 0 0 0 1 0 0 1 0 0 0 4
242 0 0 1 1 1 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 4
243 0 0 1 1 1 0 0 1 0 1 1 0 0 0 0 1 0 0 1 0 3
244 0 0 1 1 1 0 0 0 1 1 0 1 0 0 0 1 0 0 1 0 3
245 0 0 1 0 1 0 1 1 0 2 0 1 0 0 0 1 0 0 0 1 3
246 1 1 0 3 0 1 1 0 0 1 0 1 1 0 0 0 1 0 0 0 2
247 1 1 0 3 0 1 1 0 0 1 0 1 1 0 0 0 0 1 0 0 2
248 1 1 0 3 0 1 0 0 0 0 1 0 1 0 1 1 0 0 0 0 2
249 1 1 0 3 0 1 1 1 0 2 0 1 0 0 2 1 0 0 0 0 0
250 1 1 0 3 0 1 1 1 0 1 0 0 0 1 0 0 1 0 0 0 2
251 1 1 0 3 0 1 1 1 0 1 0 0 0 1 0 0 0 1 0 0 2
252 1 1 0 3 0 1 0 0 1 0 0 0 0 1 1 1 0 0 0 0 2
253 1 1 0 3 0 1 1 1 0 1 1 0 0 0 0 1 0 0 1 0 1
254 1 1 0 3 0 1 0 0 1 0 1 0 0 0 0 0 1 0 0 0 3
255 1 1 0 3 0 1 0 0 1 0 1 0 0 0 0 0 0 1 0 0 3
256 1 1 0 3 0 1 1 0 1 1 0 1 0 0 0 1 0 0 1 0 1
257 1 1 0 2 0 1 2 1 0 2 0 1 0 0 0 1 0 0 0 1 1
258 1 1 0 2 1 0 0 0 0 1 0 1 1 0 0 1 0 0 1 0 2
259 1 1 0 2 1 0 0 1 0 2 0 1 0 0 1 0 1 0 0 0 2
260 1 1 0 2 1 0 0 1 0 2 0 1 0 0 1 0 0 1 0 0 2
261 1 1 0 2 1 0 0 1 0 1 0 0 0 1 0 1 0 0 1 0 2
262 1 1 0 1 1 0 0 1 0 1 1 0 0 0 0 1 0 0 0 1 3
263 1 1 0 1 1 0 0 0 1 1 0 1 0 0 0 1 0 0 0 1 3
264 1 0 1 2 0 1 0 0 0 1 0 1 1 0 0 1 0 0 1 0 2
265 1 0 1 2 0 1 0 1 0 2 0 1 0 0 1 0 1 0 0 0 2
266 1 0 1 2 0 1 0 1 0 2 0 1 0 0 1 0 0 1 0 0 2
267 1 0 1 2 0 1 0 1 0 1 0 0 0 1 0 1 0 0 1 0 2
268 1 0 1 1 0 1 0 1 0 1 1 0 0 0 0 1 0 0 0 1 3
269 1 0 1 1 0 1 0 0 1 1 0 1 0 0 0 1 0 0 0 1 3
270 2 1 0 2 0 1 0 0 0 1 0 1 1 0 0 1 0 0 0 1 2
271 2 1 0 3 0 1 0 1 0 2 0 1 0 0 1 1 0 0 1 0 0
272 2 1 0 2 0 1 0 1 0 1 0 0 0 1 0 1 0 0 0 1 2
273 0 1 0 3 0 1 2 0 0 1 0 1 1 0 1 1 0 0 0 0 1
274 0 1 0 3 0 1 2 1 0 1 0 0 0 1 1 1 0 0 0 0 1
275 0 1 0 3 0 1 2 1 0 1 1 0 0 0 0 0 1 0 0 0 2
276 0 1 0 3 0 1 2 1 0 1 1 0 0 0 0 0 0 1 0 0 2
277 0 1 0 3 0 1 1 0 1 0 1 0 0 0 1 1 0 0 0 0 2
278 0 1 0 3 0 1 2 0 1 1 0 1 0 0 0 0 1 0 0 0 2
279 0 1 0 3 0 1 2 0 1 1 0 1 0 0 0 0 0 1 0 0 2
280 0 1 0 3 0 1 3 1 0 2 0 1 0 0 0 1 0 0 1 0 0
281 0 1 0 2 1 0 1 0 0 1 0 1 1 0 0 0 1 0 0 0 3
282 0 1 0 2 1 0 1 0 0 1 0 1 1 0 0 0 0 1 0 0 3
283 0 1 0 2 1 0 0 0 0 0 1 0 1 0 1 1 0 0 0 0 3
284 0 1 0 2 1 0 1 1 0 2 0 1 0 0 2 1 0 0 0 0 1
285 0 1 0 2 1 0 1 1 0 1 0 0 0 1 0 0 1 0 0 0 3
286 0 1 0 2 1 0 1 1 0 1 0 0 0 1 0 0 0 1 0 0 3
287 0 1 0 2 1 0 0 0 1 0 0 0 0 1 1 1 0 0 0 0 3
288 0 1 0 2 1 0 1 1 0 1 1 0 0 0 0 1 0 0 1 0 2
289 0 1 0 2 1 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 4
290 0 1 0 2 1 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 4
291 0 1 0 2 1 0 1 0 1 1 0 1 0 0 0 1 0 0 1 0 2
292 0 1 0 1 1 0 2 1 0 2 0 1 0 0 0 1 0 0 0 1 2
293 0 0 1 2 0 1 1 0 0 1 0 1 1 0 0 0 1 0 0 0 3
294 0 0 1 2 0 1 1 0 0 1 0 1 1 0 0 0 0 1 0 0 3
295 0 0 1 2 0 1 0 0 0 0 1 0 1 0 1 1 0 0 0 0 3
296 0 0 1 2 0 1 1 1 0 2 0 1 0 0 2 1 0 0 0 0 1
297 0 0 1 2 0 1 1 1 0 1 0 0 0 1 0 0 1 0 0 0 3
298 0 0 1 2 0 1 1 1 0 1 0 0 0 1 0 0 0 1 0 0 3
299 0 0 1 2 0 1 0 0 1 0 0 0 0 1 1 1 0 0 0 0 3
300 0 0 1 2 0 1 1 1 0 1 1 0 0 0 0 1 0 0 1 0 2
301 0 0 1 2 0 1 0 0 1 0 1 0 0 0 0 0 1 0 0 0 4
302 0 0 1 2 0 1 0 0 1 0 1 0 0 0 0 0 0 1 0 0 4
303 0 0 1 2 0 1 1 0 1 1 0 1 0 0 0 1 0 0 1 0 2
304 0 0 1 1 0 1 2 1 0 2 0 1 0 0 0 1 0 0 0 1 2
305 0 0 1 1 1 0 0 0 0 1 0 1 1 0 0 1 0 0 1 0 3
306 0 0 1 1 1 0 0 1 0 2 0 1 0 0 1 0 1 0 0 0 3
307 0 0 1 1 1 0 0 1 0 2 0 1 0 0 1 0 0 1 0 0 3
308 0 0 1 1 1 0 0 1 0 1 0 0 0 1 0 1 0 0 1 0 3
309 0 0 1 0 1 0 0 1 0 1 1 0 0 0 0 1 0 0 0 1 4
310 0 0 1 0 1 0 0 0 1 1 0 1 0 0 0 1 0 0 0 1 4
311 1 1 0 3 0 1 1 0 0 1 0 1 1 0 0 1 0 0 1 0 1
312 1 1 0 3 0 1 0 0 0 0 1 0 1 0 0 0 1 0 0 0 3
313 1 1 0 3 0 1 1 1 0 2 0 1 0 0 1 0 1 0 0 0 1
