Max SUM: 6
S P0 P1 P2 P3 P4 P5 P6 P7 P8 P9 P10 P11 P12 P13 P14 P15 P16 P17 P18 P19 SUM
66 5 1 0 2 1 0 2 0 1 1 0 1 0 0 0 1 0 0 0 0 2
67 5 1 0 2 1 0 2 1 0 1 1 0 0 0 0 1 0 0 0 0 2
68 5 0 1 2 0 1 2 0 1 1 0 1 0 0 0 1 0 0 0 0 2
69 5 0 1 2 0 1 2 1 0 1 1 0 0 0 0 1 0 0 0 0 2
70 5 0 1 1 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 4
71 5 0 1 1 1 0 1 0 0 1 0 1 1 0 0 1 0 0 0 0 3
72 5 0 1 1 1 0 1 1 0 1 0 0 0 1 0 1 0 0 0 0 3
73 6 1 0 3 0 1 1 0 1 0 1 0 0 0 0 1 0 0 0 0 2
74 6 1 0 3 0 1 2 0 0 1 0 1 1 0 0 1 0 0 0 0 1
75 6 1 0 3 0 1 2 1 0 1 0 0 0 1 0 1 0 0 0 0 1
76 6 1 0 2 1 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 3
77 6 1 0 2 1 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 3
78 6 1 0 2 1 0 1 1 0 2 0 1 0 0 1 1 0 0 0 0 1
79 6 0 1 2 0 1 0 0 0 0 1 0 1 0 0 1 0 0 0 0 3
80 6 0 1 2 0 1 0 0 1 0 0 0 0 1 0 1 0 0 0 0 3
81 6 0 1 2 0 1 1 1 0 2 0 1 0 0 1 1 0 0 0 0 1
82 6 0 1 1 1 0 0 1 0 2 0 1 0 0 0 0 1 0 0 0 3
83 6 0 1 1 1 0 0 1 0 2 0 1 0 0 0 0 0 1 0 0 3
84 7 1 0 3 0 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 2
85 7 1 0 3 0 1 0 1 0 1 1 0 0 0 1 1 0 0 0 0 1
86 7 1 0 3 0 1 0 0 1 1 0 1 0 0 1 1 0 0 0 0 1
87 7 1 0 3 0 1 1 1 0 2 0 1 0 0 0 0 1 0 0 0 1
88 7 1 0 3 0 1 1 1 0 2 0 1 0 0 0 0 0 1 0 0 1
89 7 1 0 2 1 0 0 1 0 2 0 1 0 0 0 1 0 0 1 0 1
90 7 0 1 2 0 1 0 1 0 2 0 1 0 0 0 1 0 0 1 0 1
91 8 1 0 2 0 1 0 1 0 2 0 1 0 0 0 1 0 0 0 1 1
92 4 1 0 2 1 0 4 1 0 2 0 1 0 0 0 1 0 0 0 0 1
93 4 0 1 2 0 1 4 1 0 2 0 1 0 0 0 1 0 0 0 0 1
94 4 0 1 1 1 0 2 0 1 1 0 1 0 0 0 1 0 0 0 0 3
95 4 0 1 1 1 0 2 1 0 1 1 0 0 0 0 1 0 0 0 0 3
96 5 1 0 3 0 1 3 0 1 1 0 1 0 0 0 1 0 0 0 0 1
97 5 1 0 3 0 1 3 1 0 1 1 0 0 0 0 1 0 0 0 0 1
98 5 1 0 2 1 0 1 0 1 0 1 0 0 0 0 1 0 0 0 0 3
99 5 1 0 2 1 0 2 0 0 1 0 1 1 0 0 1 0 0 0 0 2
100 5 1 0 2 1 0 2 1 0 1 0 0 0 1 0 1 0 0 0 0 2
101 5 0 1 2 0 1 1 0 1 0 1 0 0 0 0 1 0 0 0 0 3
102 5 0 1 2 0 1 2 0 0 1 0 1 1 0 0 1 0 0 0 0 2
103 5 0 1 2 0 1 2 1 0 1 0 0 0 1 0 1 0 0 0 0 2
104 5 0 1 1 1 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 4
105 5 0 1 1 1 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 4
106 5 0 1 1 1 0 1 1 0 2 0 1 0 0 1 1 0 0 0 0 2
107 6 1 0 3 0 1 1 0 0 0 1 0 1 0 0 1 0 0 0 0 2
108 6 1 0 3 0 1 1 0 1 0 0 0 0 1 0 1 0 0 0 0 2
109 6 1 0 3 0 1 2 1 0 2 0 1 0 0 1 1 0 0 0 0 0
110 6 1 0 2 1 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 3
111 6 1 0 2 1 0 0 1 0 1 1 0 0 0 1 1 0 0 0 0 2
112 6 1 0 2 1 0 0 0 1 1 0 1 0 0 1 1 0 0 0 0 2
113 6 1 0 2 1 0 1 1 0 2 0 1 0 0 0 0 1 0 0 0 2
114 6 1 0 2 1 0 1 1 0 2 0 1 0 0 0 0 0 1 0 0 2
115 6 0 1 2 0 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 3
116 6 0 1 2 0 1 0 1 0 1 1 0 0 0 1 1 0 0 0 0 2
117 6 0 1 2 0 1 0 0 1 1 0 1 0 0 1 1 0 0 0 0 2
118 6 0 1 2 0 1 1 1 0 2 0 1 0 0 0 0 1 0 0 0 2
119 6 0 1 2 0 1 1 1 0 2 0 1 0 0 0 0 0 1 0 0 2
120 6 0 1 1 1 0 0 1 0 2 0 1 0 0 0 1 0 0 1 0 2
121 7 1 0 3 0 1 0 0 0 1 0 1 1 0 1 1 0 0 0 0 1
122 7 1 0 3 0 1 0 1 0 1 0 0 0 1 1 1 0 0 0 0 1
123 7 1 0 3 0 1 0 1 0 1 1 0 0 0 0 0 1 0 0 0 2
124 7 1 0 3 0 1 0 1 0 1 1 0 0 0 0 0 0 1 0 0 2
125 7 1 0 3 0 1 0 0 1 1 0 1 0 0 0 0 1 0 0 0 2
126 7 1 0 3 0 1 0 0 1 1 0 1 0 0 0 0 0 1 0 0 2
127 7 1 0 3 0 1 1 1 0 2 0 1 0 0 0 1 0 0 1 0 0
128 7 1 0 1 1 0 0 1 0 2 0 1 0 0 0 1 0 0 0 1 2
129 7 0 1 1 0 1 0 1 0 2 0 1 0 0 0 1 0 0 0 1 2
130 3 0 1 1 1 0 4 1 0 2 0 1 0 0 0 1 0 0 0 0 2
131 4 1 0 3 0 1 5 1 0 2 0 1 0 0 0 1 0 0 0 0 0
132 4 1 0 2 1 0 3 0 1 1 0 1 0 0 0 1 0 0 0 0 2
133 4 1 0 2 1 0 3 1 0 1 1 0 0 0 0 1 0 0 0 0 2
134 4 0 1 2 0 1 3 0 1 1 0 1 0 0 0 1 0 0 0 0 2
135 4 0 1 2 0 1 3 1 0 1 1 0 0 0 0 1 0 0 0 0 2
136 4 0 1 1 1 0 1 0 1 0 1 0 0 0 0 1 0 0 0 0 4
137 4 0 1 1 1 0 2 0 0 1 0 1 1 0 0 1 0 0 0 0 3
138 4 0 1 1 1 0 2 1 0 1 0 0 0 1 0 1 0 0 0 0 3
139 5 1 0 3 0 1 2 0 1 0 1 0 0 0 0 1 0 0 0 0 2
140 5 1 0 3 0 1 3 0 0 1 0 1 1 0 0 1 0 0 0 0 1
141 5 1 0 3 0 1 3 1 0 1 0 0 0 1 0 1 0 0 0 0 1
142 5 1 0 2 1 0 1 0 0 0 1 0 1 0 0 1 0 0 0 0 3
143 5 1 0 2 1 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 3
144 5 1 0 2 1 0 2 1 0 2 0 1 0 0 1 1 0 0 0 0 1
145 5 0 1 2 0 1 1 0 0 0 1 0 1 0 0 1 0 0 0 0 3
146 5 0 1 2 0 1 1 0 1 0 0 0 0 1 0 1 0 0 0 0 3
147 5 0 1 2 0 1 2 1 0 2 0 1 0 0 1 1 0 0 0 0 1
148 5 0 1 1 1 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 4
149 5 0 1 1 1 0 0 1 0 1 1 0 0 0 1 1 0 0 0 0 3
150 5 0 1 1 1 0 0 0 1 1 0 1 0 0 1 1 0 0 0 0 3
151 5 0 1 1 1 0 1 1 0 2 0 1 0 0 0 0 1 0 0 0 3
152 5 0 1 1 1 0 1 1 0 2 0 1 0 0 0 0 0 1 0 0 3
153 6 1 0 3 0 1 1 0 0 0 0 0 1 1 0 1 0 0 0 0 2
154 6 1 0 3 0 1 1 1 0 1 1 0 0 0 1 1 0 0 0 0 1
155 6 1 0 3 0 1 1 0 1 1 0 1 0 0 1 1 0 0 0 0 1
156 6 1 0 3 0 1 2 1 0 2 0 1 0 0 0 0 1 0 0 0 1
157 6 1 0 3 0 1 2 1 0 2 0 1 0 0 0 0 0 1 0 0 1
158 6 1 0 2 1 0 0 0 0 1 0 1 1 0 1 1 0 0 0 0 2
159 6 1 0 2 1 0 0 1 0 1 0 0 0 1 1 1 0 0 0 0 2
160 6 1 0 2 1 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 3
161 6 1 0 2 1 0 0 1 0 1 1 0 0 0 0 0 0 1 0 0 3
162 6 1 0 2 1 0 0 0 1 1 0 1 0 0 0 0 1 0 0 0 3
163 6 1 0 2 1 0 0 0 1 1 0 1 0 0 0 0 0 1 0 0 3
164 6 1 0 2 1 0 1 1 0 2 0 1 0 0 0 1 0 0 1 0 1
165 6 0 1 2 0 1 0 0 0 1 0 1 1 0 1 1 0 0 0 0 2
166 6 0 1 2 0 1 0 1 0 1 0 0 0 1 1 1 0 0 0 0 2
167 6 0 1 2 0 1 0 1 0 1 1 0 0 0 0 0 1 0 0 0 3
168 6 0 1 2 0 1 0 1 0 1 1 0 0 0 0 0 0 1 0 0 3
169 6 0 1 2 0 1 0 0 1 1 0 1 0 0 0 0 1 0 0 0 3
170 6 0 1 2 0 1 0 0 1 1 0 1 0 0 0 0 0 1 0 0 3
171 6 0 1 2 0 1 1 1 0 2 0 1 0 0 0 1 0 0 1 0 1
172 6 0 1 0 1 0 0 1 0 2 0 1 0 0 0 1 0 0 0 1 3
173 7 1 0 3 0 1 0 0 0 1 0 1 1 0 0 0 1 0 0 0 2
174 7 1 0 3 0 1 0 0 0 1 0 1 1 0 0 0 0 1 0 0 2
175 7 1 0 3 0 1 0 1 0 2 0 1 0 0 2 1 0 0 0 0 0
176 7 1 0 3 0 1 0 1 0 1 0 0 0 1 0 0 1 0 0 0 2
177 7 1 0 3 0 1 0 1 0 1 0 0 0 1 0 0 0 1 0 0 2
178 7 1 0 3 0 1 0 1 0 1 1 0 0 0 0 1 0 0 1 0 1
179 7 1 0 3 0 1 0 0 1 1 0 1 0 0 0 1 0 0 1 0 1
180 7 1 0 2 0 1 1 1 0 2 0 1 0 0 0 1 0 0 0 1 1
181 3 1 0 2 1 0 5 1 0 2 0 1 0 0 0 1 0 0 0 0 1
182 3 0 1 2 0 1 5 1 0 2 0 1 0 0 0 1 0 0 0 0 1
183 3 0 1 1 1 0 3 0 1 1 0 1 0 0 0 1 0 0 0 0 3
184 3 0 1 1 1 0 3 1 0 1 1 0 0 0 0 1 0 0 0 0 3
185 4 1 0 3 0 1 4 0 1 1 0 1 0 0 0 1 0 0 0 0 1
186 4 1 0 3 0 1 4 1 0 1 1 0 0 0 0 1 0 0 0 0 1
187 4 1 0 2 1 0 2 0 1 0 1 0 0 0 0 1 0 0 0 0 3
188 4 1 0 2 1 0 3 0 0 1 0 1 1 0 0 1 0 0 0 0 2
189 4 1 0 2 1 0 3 1 0 1 0 0 0 1 0 1 0 0 0 0 2
190 4 0 1 2 0 1 2 0 1 0 1 0 0 0 0 1 0 0 0 0 3
191 4 0 1 2 0 1 3 0 0 1 0 1 1 0 0 1 0 0 0 0 2
192 4 0 1 2 0 1 3 1 0 1 0 0 0 1 0 1 0 0 0 0 2
193 4 0 1 1 1 0 1 0 0 0 1 0 1 0 0 1 0 0 0 0 4
194 4 0 1 1 1 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 4
195 4 0 1 1 1 0 2 1 0 2 0 1 0 0 1 1 0 0 0 0 2
196 5 1 0 3 0 1 2 0 0 0 1 0 1 0 0 1 0 0 0 0 2
197 5 1 0 3 0 1 2 0 1 0 0 0 0 1 0 1 0 0 0 0 2
198 5 1 0 3 0 1 3 1 0 2 0 1 0 0 1 1 0 0 0 0 0
199 5 1 0 2 1 0 1 0 0 0 0 0 1 1 0 1 0 0 0 0 3
200 5 1 0 2 1 0 1 1 0 1 1 0 0 0 1 1 0 0 0 0 2
201 5 1 0 2 1 0 1 0 1 1 0 1 0 0 1 1 0 0 0 0 2
202 5 1 0 2 1 0 2 1 0 2 0 1 0 0 0 0 1 0 0 0 2
203 5 1 0 2 1 0 2 1 0 2 0 1 0 0 0 0 0 1 0 0 2
204 5 0 1 2 0 1 1 0 0 0 0 0 1 1 0 1 0 0 0 0 3
205 5 0 1 2 0 1 1 1 0 1 1 0 0 0 1 1 0 0 0 0 2
206 5 0 1 2 0 1 1 0 1 1 0 1 0 0 1 1 0 0 0 0 2
207 5 0 1 2 0 1 2 1 0 2 0 1 0 0 0 0 1 0 0 0 2
208 5 0 1 2 0 1 2 1 0 2 0 1 0 0 0 0 0 1 0 0 2
209 5 0 1 1 1 0 0 0 0 1 0 1 1 0 1 1 0 0 0 0 3
210 5 0 1 1 1 0 0 1 0 1 0 0 0 1 1 1 0 0 0 0 3
211 5 0 1 1 1 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 4
212 5 0 1 1 1 0 0 1 0 1 1 0 0 0 0 0 0 1 0 0 4
213 5 0 1 1 1 0 0 0 1 1 0 1 0 0 0 0 1 0 0 0 4
214 5 0 1 1 1 0 0 0 1 1 0 1 0 0 0 0 0 1 0 0 4
215 5 0 1 1 1 0 1 1 0 2 0 1 0 0 0 1 0 0 1 0 2
216 6 1 0 3 0 1 1 0 0 1 0 1 1 0 1 1 0 0 0 0 1
217 6 1 0 3 0 1 1 1 0 1 0 0 0 1 1 1 0 0 0 0 1
218 6 1 0 3 0 1 1 1 0 1 1 0 0 0 0 0 1 0 0 0 2
219 6 1 0 3 0 1 1 1 0 1 1 0 0 0 0 0 0 1 0 0 2
220 6 1 0 3 0 1 0 0 1 0 1 0 0 0 1 1 0 0 0 0 2
221 6 1 0 3 0 1 1 0 1 1 0 1 0 0 0 0 1 0 0 0 2
222 6 1 0 3 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0 0 2
223 6 1 0 3 0 1 2 1 0 2 0 1 0 0 0 1 0 0 1 0 0
224 6 1 0 2 1 0 0 0 0 1 0 1 1 0 0 0 1 0 0 0 3
225 6 1 0 2 1 0 0 0 0 1 0 1 1 0 0 0 0 1 0 0 3
226 6 1 0 2 1 0 0 1 0 2 0 1 0 0 2 1 0 0 0 0 1
227 6 1 0 2 1 0 0 1 0 1 0 0 0 1 0 0 1 0 0 0 3
228 6 1 0 2 1 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 3
229 6 1 0 2 1 0 0 1 0 1 1 0 0 0 0 1 0 0 1 0 2
230 6 1 0 2 1 0 0 0 1 1 0 1 0 0 0 1 0 0 1 0 2
231 6 1 0 1 1 0 1 1 0 2 0 1 0 0 0 1 0 0 0 1 2
232 6 0 1 2 0 1 0 0 0 1 0 1 1 0 0 0 1 0 0 0 3
233 6 0 1 2 0 1 0 0 0 1 0 1 1 0 0 0 0 1 0 0 3
234 6 0 1 2 0 1 0 1 0 2 0 1 0 0 2 1 0 0 0 0 1
235 6 0 1 2 0 1 0 1 0 1 0 0 0 1 0 0 1 0 0 0 3
236 6 0 1 2 0 1 0 1 0 1 0 0 0 1 0 0 0 1 0 0 3
237 6 0 1 2 0 1 0 1 0 1 1 0 0 0 0 1 0 0 1 0 2
238 6 0 1 2 0 1 0 0 1 1 0 1 0 0 0 1 0 0 1 0 2
239 6 0 1 1 0 1 1 1 0 2 0 1 0 0 0 1 0 0 0 1 2
240 7 1 0 3 0 1 0 0 0 1 0 1 1 0 0 1 0 0 1 0 1
241 7 1 0 3 0 1 0 1 0 2 0 1 0 0 1 0 1 0 0 0 1
242 7 1 0 3 0 1 0 1 0 2 0 1 0 0 1 0 0 1 0 0 1
243 7 1 0 3 0 1 0 1 0 1 0 0 0 1 0 1 0 0 1 0 1
244 7 1 0 2 0 1 0 1 0 1 1 0 0 0 0 1 0 0 0 1 2
245 7 1 0 2 0 1 0 0 1 1 0 1 0 0 0 1 0 0 0 1 2
246 2 0 1 1 1 0 5 1 0 2 0 1 0 0 0 1 0 0 0 0 2
247 3 1 0 3 0 1 6 1 0 2 0 1 0 0 0 1 0 0 0 0 0
248 3 1 0 2 1 0 4 0 1 1 0 1 0 0 0 1 0 0 0 0 2
249 3 1 0 2 1 0 4 1 0 1 1 0 0 0 0 1 0 0 0 0 2
250 3 0 1 2 0 1 4 0 1 1 0 1 0 0 0 1 0 0 0 0 2
251 3 0 1 2 0 1 4 1 0 1 1 0 0 0 0 1 0 0 0 0 2
252 3 0 1 1 1 0 2 0 1 0 1 0 0 0 0 1 0 0 0 0 4
253 3 0 1 1 1 0 3 0 0 1 0 1 1 0 0 1 0 0 0 0 3
254 3 0 1 1 1 0 3 1 0 1 0 0 0 1 0 1 0 0 0 0 3
255 4 1 0 3 0 1 3 0 1 0 1 0 0 0 0 1 0 0 0 0 2
256 4 1 0 3 0 1 4 0 0 1 0 1 1 0 0 1 0 0 0 0 1
257 4 1 0 3 0 1 4 1 0 1 0 0 0 1 0 1 0 0 0 0 1
258 4 1 0 2 1 0 2 0 0 0 1 0 1 0 0 1 0 0 0 0 3
259 4 1 0 2 1 0 2 0 1 0 0 0 0 1 0 1 0 0 0 0 3
260 4 1 0 2 1 0 3 1 0 2 0 1 0 0 1 1 0 0 0 0 1
261 4 0 1 2 0 1 2 0 0 0 1 0 1 0 0 1 0 0 0 0 3
262 4 0 1 2 0 1 2 0 1 0 0 0 0 1 0 1 0 0 0 0 3
263 4 0 1 2 0 1 3 1 0 2 0 1 0 0 1 1 0 0 0 0 1
264 4 0 1 1 1 0 1 0 0 0 0 0 1 1 0 1 0 0 0 0 4
265 4 0 1 1 1 0 1 1 0 1 1 0 0 0 1 1 0 0 0 0 3
266 4 0 1 1 1 0 1 0 1 1 0 1 0 0 1 1 0 0 0 0 3
267 4 0 1 1 1 0 2 1 0 2 0 1 0 0 0 0 1 0 0 0 3
268 4 0 1 1 1 0 2 1 0 2 0 1 0 0 0 0 0 1 0 0 3
269 5 1 0 3 0 1 2 0 0 0 0 0 1 1 0 1 0 0 0 0 2
270 5 1 0 3 0 1 2 1 0 1 1 0 0 0 1 1 0 0 0 0 1
271 5 1 0 3 0 1 2 0 1 1 0 1 0 0 1 1 0 0 0 0 1
272 5 1 0 3 0 1 3 1 0 2 0 1 0 0 0 0 1 0 0 0 1
273 5 1 0 3 0 1 3 1 0 2 0 1 0 0 0 0 0 1 0 0 1
274 5 1 0 2 1 0 1 0 0 1 0 1 1 0 1 1 0 0 0 0 2
275 5 1 0 2 1 0 1 1 0 1 0 0 0 1 1 1 0 0 0 0 2
276 5 1 0 2 1 0 1 1 0 1 1 0 0 0 0 0 1 0 0 0 3
277 5 1 0 2 1 0 1 1 0 1 1 0 0 0 0 0 0 1 0 0 3
278 5 1 0 2 1 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0 3
279 5 1 0 2 1 0 1 0 1 1 0 1 0 0 0 0 1 0 0 0 3
280 5 1 0 2 1 0 1 0 1 1 0 1 0 0 0 0 0 1 0 0 3
281 5 1 0 2 1 0 2 1 0 2 0 1 0 0 0 1 0 0 1 0 1
282 5 0 1 2 0 1 1 0 0 1 0 1 1 0 1 1 0 0 0 0 2
283 5 0 1 2 0 1 1 1 0 1 0 0 0 1 1 1 0 0 0 0 2
284 5 0 1 2 0 1 1 1 0 1 1 0 0 0 0 0 1 0 0 0 3
285 5 0 1 2 0 1 1 1 0 1 1 0 0 0 0 0 0 1 0 0 3
286 5 0 1 2 0 1 0 0 1 0 1 0 0 0 1 1 0 0 0 0 3
287 5 0 1 2 0 1 1 0 1 1 0 1 0 0 0 0 1 0 0 0 3
288 5 0 1 2 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0 0 3
289 5 0 1 2 0 1 2 1 0 2 0 1 0 0 0 1 0 0 1 0 1
290 5 0 1 1 1 0 0 0 0 1 0 1 1 0 0 0 1 0 0 0 4
291 5 0 1 1 1 0 0 0 0 1 0 1 1 0 0 0 0 1 0 0 4
292 5 0 1 1 1 0 0 1 0 2 0 1 0 0 2 1 0 0 0 0 2
293 5 0 1 1 1 0 0 1 0 1 0 0 0 1 0 0 1 0 0 0 4
294 5 0 1 1 1 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 4
295 5 0 1 1 1 0 0 1 0 1 1 0 0 0 0 1 0 0 1 0 3
296 5 0 1 1 1 0 0 0 1 1 0 1 0 0 0 1 0 0 1 0 3
297 5 0 1 0 1 0 1 1 0 2 0 1 0 0 0 1 0 0 0 1 3
298 6 1 0 3 0 1 1 0 0 1 0 1 1 0 0 0 1 0 0 0 2
299 6 1 0 3 0 1 1 0 0 1 0 1 1 0 0 0 0 1 0 0 2
300 6 1 0 3 0 1 0 0 0 0 1 0 1 0 1 1 0 0 0 0 2
301 6 1 0 3 0 1 1 1 0 2 0 1 0 0 2 1 0 0 0 0 0
302 6 1 0 3 0 1 1 1 0 1 0 0 0 1 0 0 1 0 0 0 2
303 6 1 0 3 0 1 1 1 0 1 0 0 0 1 0 0 0 1 0 0 2
304 6 1 0 3 0 1 0 0 1 0 0 0 0 1 1 1 0 0 0 0 2
305 6 1 0 3 0 1 1 1 0 1 1 0 0 0 0 1 0 0 1 0 1
306 6 1 0 3 0 1 0 0 1 0 1 0 0 0 0 0 1 0 0 0 3
307 6 1 0 3 0 1 0 0 1 0 1 0 0 0 0 0 0 1 0 0 3
308 6 1 0 3 0 1 1 0 1 1 0 1 0 0 0 1 0 0 1 0 1
309 6 1 0 2 0 1 2 1 0 2 0 1 0 0 0 1 0 0 0 1 1
310 6 1 0 2 1 0 0 0 0 1 0 1 1 0 0 1 0 0 1 0 2
311 6 1 0 2 1 0 0 1 0 2 0 1 0 0 1 0 1 0 0 0 2
312 6 1 0 2 1 0 0 1 0 2 0 1 0 0 1 0 0 1 0 0 2
313 6 1 0 2 1 0 0 1 0 1 0 0 0 1 0 1 0 0 1 0 2
